,Title,Author,Subject1,Subject2,Subject3,Num_Downloads,Word_Count,Language,Release_Date
2123,The Templeton Teapot: A Farce in One Act,Grace Cooke Strong,Drama,Comedies,NA,41,17,English,2013-02-18
2124,American Forest Trees,Henry H. Gibson,Trees -- United States,Timber -- United States,NA,34,219036,English,2013-02-18
2125,Armorel of Lyonesse: A Romance of To-day,Walter Besant,London (England) -- Fiction,Fraud -- Fiction,Isles of Scilly (England) -- Fiction,21,155939,English,2013-02-18
2126,L'Histoire de France racontée par les Contemporains (Tome 1/4),L. Dussieux,France -- History -- To 987,"France -- History -- Medieval period, 987-1515",France -- History -- Sources,12,141546,French,2013-02-18
2127,The German War,Arthur Conan Doyle,"World War, 1914-1918",NA,NA,27,29293,English,2013-02-18
2128,"The Edinburgh New Philosophical Journal, Vol. XLIX",Various,Science -- Periodicals,NA,NA,7,80722,English,2013-02-18
2129,Her Majesty's Mails,William Lewins,Postal service -- Great Britain,NA,NA,7,116156,English,2013-02-18
2130,For the Honor of Randall: A Story of College Athletics,Lester Chadwick,College sports -- Juvenile fiction,Track and field -- Juvenile fiction,NA,13,62195,English,2013-02-19
2131,Traité sur la tolérance,Voltaire,"Calas, Jean, 1698-1762",Religious tolerance,Toleration -- Philosophy,78,17,French,2013-02-19
2132,Through Scandinavia to Moscow,William Seymour Edwards,Scandinavia -- Description and travel,Russia -- Description and travel,NA,21,59098,English,2013-02-19
2133,"Bobs, a Girl Detective",Grace May North,Girls -- Juvenile fiction,Mystery fiction,NA,18,44645,English,2013-02-19
2134,The Violet Book,Willis Boyd Allen,Violets -- Poetry,NA,NA,35,17,English,2013-02-19
2135,The Unwilling Professor,Arthur Porges,Science fiction,Short stories,Humorous stories,19,2741,English,2013-02-19
2136,Rebel women,Evelyn Sharp,Women -- Suffrage -- Great Britain,Women -- Great Britain -- Social conditions,NA,46,29853,English,2013-02-19
2137,The Magic Curtain,Roy J. Snell,Mystery and detective stories,Thieves -- Juvenile fiction,Women detectives -- Juvenile fiction,10,47127,English,2013-02-19
2138,Pike & Cutlass: Hero Tales of Our Navy,George Gibbs,"United States -- History, Naval",NA,NA,31,17,English,2013-02-20
2139,The English Lakes,A. G. Bradley,Lake District (England),NA,NA,5,17,English,2013-02-20
2140,Greuze,Alys Eyre Macklin,"Greuze, Jean-Baptiste, 1725-1805",NA,NA,16,8574,English,2013-02-20
2141,Histoire de France 1516-1547 (Volume 10/19),Jules Michelet,France -- History,NA,NA,27,17,French,2013-02-20
2142,"A Young Inventor's Pluck; or, The Mystery of the Willington Legacy",Stratemeyer,Orphans -- Juvenile fiction,Brothers and sisters -- Juvenile fiction,Inventors -- Juvenile fiction,34,40785,English,2013-02-20
2143,Thury Zoltán összes művei (2. kötet),Zoltán Thury,Fiction,"Short stories, Hungarian",NA,4,17,Hungarian,2013-02-20
2144,The Spring of the Year,Dallas Lore Sharp,Natural history -- Outdoor books,NA,NA,19,34393,English,2013-02-20
2145,The World Before Them: A Novel. Volume 2 (of 3),Susanna Moodie,Fiction,NA,NA,1,43857,English,2013-02-20
2146,Western Himalaya and Tibet,Thomas Thomson,Tibet Autonomous Region (China) -- Description and travel,"Thomson, Thomas, 1817-1878 -- Travel -- Himalaya Mountains Region","Thomson, Thomas, 1817-1878 -- Travel -- China -- Tibet Autonomous Region",28,151125,English,2013-02-20
2147,"Louise Chandler Moulton, Poet and Friend",Lilian Whiting,"Moulton, Louise Chandler, 1835-1908",NA,NA,20,58427,English,2013-02-21
2148,Three Plays,Luigi Pirandello,"Pirandello, Luigi, 1867-1936 -- Translations into English",Italian drama -- Translations into English,NA,198,65425,English,2013-02-21
2149,"Transactions of the American Society of Civil Engineers, Vol. LXVIII, Sept. 19","ansactions of the American Society of Civil Engineers, Vol. LXVIII, Sept. 1910",Civil engineering -- Periodicals,Railroad tunnels -- Design and construction,NA,9,17,English,2013-02-21
2150,With Sully into the Sioux Land,Joseph Mills Hanson,Dakota Indians -- Fiction,Frontier and pioneer life -- United States -- Fiction,"Killdeer Mountain, Battle of, North Dakota, 1864 -- Fiction",9,17,English,2013-02-21
2151,"Le Rhin, Tome II",Victor Hugo,France -- Description and travel,Rhine River Valley -- Description and travel,"Hugo, Victor, 1802-1885 -- Travel -- Rhine River Valley",12,17,French,2013-02-21
2152,"The Mormon Battalion, Its History and Achievements",B. H. Roberts,United States. Army. Mormon Battalion,"Mexican War, 1846-1848 -- Regimental histories -- United States",NA,25,17,English,2013-02-21
2153,The Making of a Prig,Evelyn Sharp,England -- Social life and customs -- 19th century -- Fiction,NA,NA,16,88014,English,2013-02-22
2154,"Miss Leslie's Lady's New Receipt-Book, 3rd ed.",Eliza Leslie,"Cooking, American",NA,NA,24,159226,English,2013-02-22
2155,Tom Slade on the River,Percy Keese Fitzhugh,Boy Scouts of America -- Juvenile fiction,NA,NA,23,45641,English,2013-02-22
2156,"The Nursery, July 1881, Vol. XXX",Various,"Children's literature, American -- Periodicals",NA,NA,10,4964,English,2013-02-22
2157,"The Nursery, August 1881, Vol. XXX",Various,"Children's literature, American -- Periodicals",NA,NA,84,17,English,2013-02-22
2158,"The Nursery, September 1881, Vol. XXX",Various,"Children's literature, American -- Periodicals",NA,NA,18,4763,English,2013-02-22
2159,"The Nursery, October 1881, Vol. XXX",Various,"Children's literature, American -- Periodicals",NA,NA,9,4509,English,2013-02-22
2160,"The Nursery, November 1881, Vol. XXX",Various,"Children's literature, American -- Periodicals",NA,NA,6,17,English,2013-02-22
2161,"The Nursery, December 1881, Vol. XXX",Various,"Children's literature, American -- Periodicals",NA,NA,12,17,English,2013-02-22
2162,The Jumble Book: A Jumble of Good Things,David Cory,Children's poetry,Children's stories,NA,46,37027,English,2013-02-22
2163,Bernardino Luini,James Mason,"Luini, Bernardino, 1475?-1533?",NA,NA,10,8969,English,2013-02-22
2164,"Eli and Sibyl Jones, Their Life and Work",Rufus M. Jones,Liberia -- Description and travel,Quakers -- Biography,Missionaries -- Biography,15,17,English,2013-02-22
2165,The World Before Them: A Novel. Volume 1 (of 3),Susanna Moodie,Fiction,NA,NA,28,48661,English,2013-02-22
2166,The Poems of Sappho: An Interpretative Rendition into English,Sappho,Women -- Greece -- Poetry,Lesbos (Greece : Municipality) -- Poetry,Sappho -- Translations into English,147,17,English,2013-02-22
2167,"The Pit Town Coronet: A Family Mystery, Volume 1 (of 3)",C. J. Wills,England -- Juvenile fiction,Families -- Juvenile fiction,NA,122,43771,English,2013-02-23
2168,"The Pit Town Coronet: A Family Mystery, Volume 2 (of 3)",C. J. Wills,England -- Juvenile fiction,Families -- Juvenile fiction,NA,48,48592,English,2013-02-23
2169,"The Pit Town Coronet: A Family Mystery, Volume 3 (of 3)",C. J. Wills,England -- Juvenile fiction,Families -- Juvenile fiction,NA,13,35825,English,2013-02-23
2170,Summer,Dallas Lore Sharp,Natural history -- Outdoor books,NA,NA,9,28266,English,2013-02-23
2171,Gypsy Verses,Helen Hay Whitney,American poetry,NA,NA,19,6975,English,2013-02-23
2172,Every Boy's Book: A Complete Encyclopædia of Sports and Amusements,Routledge,Amusements,Handicraft for boys,Sports,28,314729,English,2013-02-23
2173,"Encyclopaedia Britannica, 11th Edition, ""Liquid Gases"" to ""Logar""",Various,Encyclopedias and dictionaries,NA,NA,24,17,English,2013-02-23
2174,The World Before Them: A Novel. Volume 3 (of 3),Susanna Moodie,Fiction,NA,NA,14,46294,English,2013-02-23
2175,The Winter Solstice Altars at Hano Pueblo,Jesse Walter Fewkes,Indian mythology -- North America,Indians of North America -- Arizona,Hopi Indians -- Religion,7,9390,English,2013-02-23
2176,Long Will,Florence Converse,"Tyler's Insurrection, 1381 -- Fiction",England -- Social life and customs -- 1066-1485 -- Fiction,Great Britain -- History -- 14th century -- Fiction,19,91982,English,2013-02-25
2177,Histoire de Flandre (T. 3/4),Kervyn de Lettenhove,Flanders (Belgium) -- History,NA,NA,12,17,French,2013-02-23
2178,Leonarda: Näytelmä neljässä tapauksessa,Bjørnstjerne Bjørnson,"Bjørnson, Bjørnstjerne, 1832-1910 -- Translations into Finnish",Norwegian drama -- Translations into Finnish,NA,1,17,Finnish,2013-02-24
2179,"Constitutional History of England, Henry VII to George II. Volume 2 of 3",Hallam,Constitutional history -- Great Britain,NA,NA,10,214942,English,2013-02-23
2180,Parish Priests and Their People in the Middle Ages in England,Edward Lewes Cutts,"Church history -- Middle Ages, 600-1500",England -- Social life and customs -- 1066-1485,Clergy -- England,167,150295,English,2013-02-23
2181,Poetry,Thomas Oldham,Poetry,NA,NA,6,18576,English,2013-02-23
2182,The Hyborian Age,Robert E. Howard,"Fantasy fiction, American",Conan (Fictitious character) -- Fiction,NA,311,8807,English,2013-02-24
2183,Queen of the Black Coast,Robert E. Howard,"Fantasy fiction, American",Conan (Fictitious character) -- Fiction,NA,139,11432,English,2013-02-24
2184,The Silver Poppy,Arthur Stringer,Authors -- Fiction,New York (N.Y.) -- Social life and customs -- Fiction,Impostors and imposture -- Fiction,16,17,English,2013-02-24
2185,Mantegna,N. D'Anvers,"Mantegna, Andrea, 1431-1506",NA,NA,15,10919,English,2013-02-24
2186,Histoire de France 1415-1440 (Volume 6/19),Jules Michelet,France -- History,NA,NA,25,17,French,2013-02-24
2187,Catholic Colonization in Minnesota,Catholic Colonization Bureau,Agriculture -- Minnesota,Catholics -- Minnesota,NA,8,17,English,2013-02-24
2188,Shadows in the Moonlight,Robert E. Howard,"Fantasy fiction, American",Conan (Fictitious character) -- Fiction,NA,124,17,English,2013-02-24
2189,The Expositor's Bible: The Book of Proverbs,Robert F. Horton,Bible. Proverbs -- Commentaries,NA,NA,46,127412,English,2013-02-25
2190,"Out of the Hurly-Burly; Or, Life in an Odd Corner",Charles Heber Clark,Humorous stories,American fiction -- 19th century,NA,23,17,English,2013-02-25
2191,"Motor Boat Boys Down the Danube; or, Four Chums Abroad",Louis Arundel,Motorboats -- Juvenile fiction,Danube River -- Juvenile fiction,NA,22,52673,English,2013-02-25
2192,Notes sur Laclos et Les Liaisons Dangereuses,Boisjoslin and Mossé,"Laclos, Choderlos de, 1741-1803","Laclos, Choderlos de, 1741-1803. Liaisons dangereuses",NA,20,9042,French,2013-02-25
2193,The Inca Emerald,Samuel Scoville,Adventure stories,Amazon River Valley -- Juvenile fiction,NA,14,52186,English,2013-02-25
2194,The Rescue,Anne Douglas Sedgwick,Mothers and daughters -- Fiction,Paris (France) -- Fiction,Man-woman relationships -- Fiction,8,38191,English,2013-02-25
2195,Seventy Years on the Frontier,Alexander Majors,Frontier and pioneer life -- West (U.S.),NA,NA,43,95297,English,2013-02-25
2196,Shadows in Zamboula,Robert E. Howard,"Fantasy fiction, American",Conan (Fictitious character) -- Fiction,NA,139,12192,English,2013-02-25
2197,With the King at Oxford: A Tale of the Great Rebellion,Alfred John Church,"Great Britain -- History -- Civil War, 1642-1649 -- Fiction",NA,NA,9,59371,English,2013-02-25
2198,I funghi mangerecci e velenosi dell'Europa media,Giacomo Bresadola,Mushrooms -- Italy -- Identification,Fungi -- Pictorial works,NA,42,39664,Italian,2013-02-25
2199,Winter,Dallas Lore Sharp,Natural history -- Outdoor books,NA,NA,42,33676,English,2013-02-28
2200,The Shadow of Ashlydyat,Mrs. Henry Wood,England -- Social life and customs -- 19th century -- Fiction,NA,NA,28,254535,English,2013-02-25
2201,"The Irish Penny Journal, Vol. 1 No. 02, July 11, 1840",Various,Ireland -- Periodicals,NA,NA,22,11673,English,2013-02-25
2202,Under the Red Crescent,Charles S. Ryan and John Sandes,"Russo-Turkish War, 1877-1878 -- Personal narratives",NA,NA,33,106131,English,2013-02-25
2203,Our Little Dutch Cousin,Blanche McManus,Children -- Netherlands -- Juvenile literature,NA,NA,10,17,English,2013-02-26
2204,Our Little Turkish Cousin,Mary Hazelton Blanchard Wade,Children -- Turkey -- Juvenile literature,NA,NA,11,17878,English,2013-02-26
2205,Studies on the Legend of the Holy Grail,Alfred Trübner Nutt,Grail -- Legends,Grail -- Legends -- History and criticism,"Literature, Medieval -- History and criticism",40,0,English,2013-02-26
2206,The Camp Fire Girls at the End of the Trail,Margaret Vandercook,Western stories,Adventure stories,Hiking -- Juvenile fiction,21,17,English,2013-02-26
2207,Thury Zoltán összes művei (3. kötet),Zoltán Thury,Fiction,"Short stories, Hungarian",NA,6,67402,Hungarian,2013-02-26
2208,German philosophy and politics,John Dewey,"Philosophy, German",NA,NA,25,26489,English,2013-02-26
2209,The Devil in Iron,Robert E. Howard,"Fantasy fiction, American",Conan (Fictitious character) -- Fiction,NA,106,12336,English,2013-02-26
2210,"Bancroft's Tourist's Guide. Yosemite. San Francisco and around the Bay, (South","ncroft's Tourist's Guide. Yosemite. San Francisco and around the Bay, (South.)",Yosemite Valley (Calif.) -- Guidebooks,California -- Guidebooks,San Francisco (Calif.) -- Guidebooks,40,17,English,2013-02-26
2211,"Histoire Sainte; ou, Histoire des Israélites",Henri Loeb,Jews -- History -- To 70 A.D.,Judaism,NA,6,81049,French,2013-02-26
2212,Aloisiæ Sigeæ Toletanæ Satyra Sotadica de arcanis Amoris et Veneris,Meurs et al.,Erotic literature -- Early works to 1800,NA,NA,31,75163,French,2013-02-26
2213,Boccaccio,Hermann Hesse,"Boccaccio, Giovanni, 1313-1375",NA,NA,37,10889,German,2013-02-26
2214,On a Donkey's Hurricane Deck,R. Pitcher Woodward,Overland journeys to the Pacific,NA,NA,31,120094,English,2013-02-26
2215,"A Pilgrimage to Nejd, the Cradle of the Arab Race. Vol. 1 [of 2]",Lady Anne Blunt,Arabian Peninsula -- Description and travel,Iran -- Description and travel,Physical geography -- Arabian Peninsula,19,17,English,2013-02-26
2216,On the History of Gunter's Scale and the Slide Rule During the Seventeen, the History of Gunter's Scale and the Slide Rule During the Seventeenth,Slide-rule,NA,NA,51,14521,English,2013-02-26
2217,"A Pilgrimage to Nejd, the Cradle of the Arab Race. Vol. 2 [of 2]",Lady Anne Blunt,Arabian Peninsula -- Description and travel,Iran -- Description and travel,Physical geography -- Arabian Peninsula,29,74678,English,2013-02-26
2218,Maori Religion and Mythology,Edward Shortland,Maori (New Zealand people) -- Religion,"Mythology, Maori",Land tenure (Maori law),44,27334,English,2013-02-26
2219,Herzl-Worte,Theodor Herzl,Zionism,Jews,Jewish question,16,14629,German,2013-02-26
2220,History of Linn County Iowa,Luther Albertus Brewer and Barthinius L. Wick,"Registers of births, etc. -- Iowa -- Linn County",Linn County (Iowa) -- History,Linn County (Iowa) -- Biography,150,313845,English,2013-02-27
2221,The World of H.G. Wells,Van Wyck Brooks,"Wells, H. G. (Herbert George), 1866-1946 -- Criticism and interpretation","Science fiction, English -- History and criticism",NA,22,17,English,2013-02-27
2222,Double Harness,Anthony Hope,England -- Social life and customs -- Fiction,Marriage -- Fiction,NA,8,17,English,2013-02-27
2223,The Fall of the Year,Dallas Lore Sharp,Natural history -- Outdoor books,NA,NA,18,31383,English,2013-02-27
2224,"The World's Progress, Vol. 01 (of 10)",Delphian Society,World history,Civilization -- History,NA,42,178322,English,2013-02-27
2225,The Ordeal of Mark Twain,Van Wyck Brooks,"Twain, Mark, 1835-1910","Authors, American -- 19th century -- Biography",NA,22,88784,English,2013-02-27
2226,Mooswa & Others of the Boundaries,William Alexander Fraser,Animals -- Fiction,Canada -- Fiction,NA,8,54592,English,2013-02-27
2227,A Witch Shall Be Born,Robert E. Howard,"Fantasy fiction, American",Conan (Fictitious character) -- Fiction,NA,126,16435,English,2013-02-28
2228,Camp Fire Yarns of the Lost Legion,G. Hamilton-Browne,"Zulu War, 1879",Maori (New Zealand people) -- Warfare,New Zealand -- History -- Anecdotes,20,85792,English,2013-02-28
2229,Riding and Driving for Women,Belle Beach,Horsemanship,Driving of horse-drawn vehicles,NA,41,53322,English,2013-02-28
2230,Esther's Charge: A Story for Girls,Evelyn Everett-Green,Orphans -- Juvenile fiction,Conduct of life -- Juvenile fiction,Adventure stories,24,17,English,2013-02-28
2231,"Old and New Paris: Its History, Its People, and Its Places, v. 1",Edwards,Paris (France) -- Description and travel,Paris (France) -- History,NA,42,214004,English,2013-02-28
2232,A Child's Dream of a Star,Charles Dickens,Christian life -- Juvenile fiction,Short stories,Children -- Death -- Juvenile fiction,214,1451,English,2013-03-01
2233,The Third Window,Anne Douglas Sedgwick,Widows -- Fiction,Man-woman relationships -- Fiction,Disabled veterans -- England -- Fiction,8,27784,English,2013-03-01
2234,The Storm,Daniel Defoe,Storms -- Early works to 1800,NA,NA,86,64686,English,2013-03-01
2235,"Rising Wolf, the White Blackfoot",James Willard Schultz,Siksika Indians,"Monroe, Hugh, 1798-1895 or 1896",NA,39,46357,English,2013-03-01
2236,Jewels of Gwahlur,Robert E. Howard,"Fantasy fiction, American",Conan (Fictitious character) -- Fiction,NA,89,17,English,2013-03-01
2237,Cristina,Matilde Serao,Italian fiction,"Short stories, Italian",NA,8,10757,Italian,2013-03-01
2238,The Articles of Faith,James E. Talmage,Mormon Church -- Doctrines,Church of Jesus Christ of Latter-day Saints -- Doctrines,NA,300,174261,English,2013-03-01
2239,"The Paston Letters, A.D. 1422-1509. Volume 5 (of 6)",James Gairdner,England -- Social life and customs -- 1066-1485 -- Sources,English letters,Paston family -- Correspondence,34,120328,English,2013-03-01
2240,"The Paston Letters, A.D. 1422-1509. Volume 6 (of 6), Part 1 (Letter","e Paston Letters, A.D. 1422-1509. Volume 6 (of 6), Part 1 (Letters,",England -- Social life and customs -- 1066-1485 -- Sources,English letters,Paston family -- Correspondence,42,83398,English,2013-03-03
2241,Commercial Law,"Richard D. Currier, Richard William Hill, and Samuel Williston",Commercial law -- United States,NA,NA,14,17,English,2013-03-02
2242,Az akarat szabadságáról,Arthur Schopenhauer,Free will and determinism,NA,NA,13,26066,Hungarian,2013-03-02
2243,The Hour of the Dragon,Robert E. Howard,"Fantasy fiction, American",Conan (Fictitious character) -- Fiction,NA,361,17,English,2013-03-02
2244,Eino Leino lyyrikkona,Juhani Siljo,"Leino, Eino, 1878-1926",NA,NA,1,7610,Finnish,2013-03-02
2245,Thunder and Lightning,Camille Flammarion,Lightning,NA,NA,27,63761,English,2013-03-02
2246,Quicksilver Sue,Laura Elizabeth Howe Richards,Conduct of life -- Juvenile fiction,Girls -- Conduct of life -- Juvenile fiction,Friendship -- Juvenile fiction,17,29596,English,2013-03-02
2247,"Nuts to crack; or Quips, quirks, anecdote and facete of Oxford and Cambrid","ts to crack; or Quips, quirks, anecdote and facete of Oxford and Cambridge",University of Oxford -- Anecdotes,University of Cambridge -- Anecdotes,NA,13,71937,English,2013-03-04
2248,"Your National Parks, with Detailed Information for Tourists",Enos A. Mills et al.,National parks and reserves -- United States,National parks and reserves -- Canada,West (U.S.) -- Guidebooks,56,93851,English,2013-03-03
2249,Memoirs of the Duchesse de Dino (Afterwards Duchesse de Talleyrand et de Sagan,"moirs of the Duchesse de Dino (Afterwards Duchesse de Talleyrand et de Sagan),","Dino, Dorothée, duchesse de, 1793-1862",Europe -- Politics and government -- 1815-1848,France -- Foreign relations -- 1830-1848,33,133085,English,2013-03-03
2250,Dave Dawson with the Commandos,Robert Sidney Bowen,"World War, 1939-1945 -- Juvenile fiction",NA,NA,22,48950,English,2013-03-03
2251,The Expositor's Bible: The Book of Revelation,William Milligan,Bible. Revelation -- Commentaries,NA,NA,85,124664,English,2013-03-03
2252,Adventures While Preaching the Gospel of Beauty,Vachel Lindsay,United States -- Description and travel,Walking -- United States,"Lindsay, Vachel, 1879-1931 -- Travel -- United States",18,28031,English,2013-03-03
2253,Danza macàbra,Camillo Antona-Traversi,Italian drama,NA,NA,13,20087,Italian,2013-03-03
2254,Beyond the Black River,Robert E. Howard,"Fantasy fiction, American",Conan (Fictitious character) -- Fiction,NA,136,21907,English,2013-03-03
2255,A Little Fleet,Jack B. Yeats,Ship models -- Juvenile literature,Boats and boating -- Juvenile literature,NA,30,4289,English,2013-03-04
2256,Le roman de Tristan et Iseut,Joseph Bédier,Arthurian romances -- Adaptations,Tristan (Legendary character) -- Romances -- Adaptations,Iseult (Legendary character) -- Romances -- Adaptations,133,41284,French,2013-03-04
2257,The Southern South,Albert Bushnell Hart,United States -- Race relations,Southern States -- Social conditions,NA,26,130113,English,2013-03-04
2258,"The Expositor's Bible: The Acts of the Apostles, Vol. 1",George Thomas Stokes,Bible. Acts -- Commentaries,"Bible. Acts -- Criticism, interpretation, etc.",NA,14,135768,English,2013-03-04
2259,The People of the Black Circle,Robert E. Howard,"Fantasy fiction, American",Conan (Fictitious character) -- Fiction,NA,178,31020,English,2013-03-04
2260,Weggeloopen!,James Buckland and Louis Desnoyers,Conduct of life -- Juvenile fiction,Children -- Conduct of life -- Juvenile fiction,Adventure stories,20,31802,Dutch,2013-03-04
2261,De opheffing van de slavernij en de toekomst van Nederlandsch West-Ind, opheffing van de slavernij en de toekomst van Nederlandsch West-Indie,Slavery -- Netherlands Antilles,Slaves -- Emancipation,NA,5,10992,Dutch,2013-03-04
2262,Piepkuikentje,Anna Christina Helena Hubert van Beusekom,Fiction,NA,NA,10,40472,Dutch,2013-03-04
2263,De vrouw in de hedendaagsche maatschappij,Herman Bavinck,Women's rights,Women -- Religious aspects -- Christianity,NA,32,0,Dutch,2013-03-04
2264,Magyarok: Elbeszélések,Zsigmond Móricz,Hungarian fiction,NA,NA,13,17,Hungarian,2013-03-05
2265,"The Comet, and Other Verses",Irving Sidney Dix,American poetry,NA,NA,3,5879,English,2013-03-05
2266,Antiquities of the Mesa Verde National Park: Cliff Palace,Jesse Walter Fewkes,Mesa Verde National Park (Colo.),Colorado -- Antiquities,NA,18,17,English,2013-03-05
2267,"Harper's New Monthly Magazine, No. XXIV, May 1852, Vol. IV",Various,Culture -- Periodicals,Civilization -- Periodicals,American literature -- Periodicals,33,139529,English,2013-03-05
2268,Lone Pine: The Story of a Lost Mine,R. B. Townshend,Western stories,Mines and mineral resources -- Fiction,NA,10,17,English,2013-03-05
2269,Nederlandsche dames en heeren: Novellen,Jan ten Brink,Fiction,NA,NA,8,61048,Dutch,2013-03-05
2270,The Retrospect,Ada Cambridge,England -- Social life and customs,"Cambridge, Ada, 1844-1926 -- Anecdotes",NA,14,17,English,2013-03-06
2271,La Madonna di Mamà: Romanzo del tempo della guerra,Alfredo Panzini,"World War, 1914-1918 -- Fiction",NA,NA,5,48618,Italian,2013-03-07
2272,Balgatag szerelem: Elbeszélések,Gábor Oláh,Hungarian fiction -- 20th century,"Short stories, Hungarian",NA,3,21982,Hungarian,2013-03-07
2273,The Expositor's Bible: The Epistles of St. Peter by J. Rawson Lu,,Bible. Peter -- Commentaries,NA,NA,11,97424,English,2013-03-07
2274,With the Indians in the Rockies,James Willard Schultz,Siksika Indians -- Juvenile fiction,"Fox, Thomas, -1885? -- Juvenile fiction",Frontier and pioneer life -- Montana -- Juvenile fiction,20,40266,English,2013-03-08
2275,Women in the Printing Trades: A Sociological Study.,James Ramsay MacDonald,Women -- Employment -- Great Britain,Working class women -- Great Britain,Women printers -- Great Britain,173,79404,English,2013-03-08
2276,In Greek Waters: A Story of the Grecian War of Independence,G. A. Henty,Conduct of life -- Juvenile fiction,Adventure stories,Friendship -- Juvenile fiction,33,148803,English,2013-03-08
2277,"The Grizzly, Our Greatest Wild Animal",Enos A. Mills,Grizzly bear,NA,NA,37,17,English,2013-03-08
2278,Toy-Making at Home: How to Make a Hundred Toys from Odds and Ends,Morley Adams,Toys,NA,NA,41,16424,English,2013-03-08
2279,The Great Company,Beckles Willson,"Northwest, Canadian -- History",Hudson's Bay Company,Fur trade -- Canada,117,175029,English,2013-03-09
2280,Popery: The Accommodation of Christianity to the Natural Heart,Edward Hoare,Catholic Church -- Controversial literature -- Protestant authors,NA,NA,3,12950,English,2013-03-09
2281,Walt Whitman in Mickle Street,Elizabeth Leavitt Keller,"Poets, American -- 19th century -- Biography","Whitman, Walt, 1819-1892 -- Homes and haunts",NA,9,43707,English,2013-03-09
2282,In Beaver World,Enos A. Mills,Beavers,NA,NA,25,17,English,2013-03-09
2283,The San Rosario Ranch,Maud Howe Elliott,California -- Fiction,NA,NA,16,85719,English,2013-03-09
2284,Love Among the Ruins,Warwick Deeping,"Great Britain -- History -- Medieval period, 1066-1485 -- Fiction",Man-woman relationships -- Fiction,NA,29,82976,English,2013-03-09
2285,The Story of Scraggles,George Wharton James,Birds,Song sparrow,NA,21,13119,English,2013-03-09
2286,Álomvilág: Elbeszélések,Zoltán Ambrus,"Short stories, Hungarian",Hungarian fiction,NA,49,73314,Hungarian,2013-03-09
2287,The Girl from the Big Horn Country,Mary Ellen Chase,Boarding schools -- Juvenile fiction,Girls -- Juvenile fiction,Vermont -- Juvenile fiction,16,65004,English,2013-03-09
2288,The Communion and Communicant,Edward Hoare,Church of England -- Sermons,"Sermons, English -- 19th century",Lord's Supper,15,17,English,2013-03-09
2289,Abbotsford,W. S. Crockett,"Scott, Walter, 1771-1832 -- Homes and haunts",Abbotsford (Scotland) -- Description and travel,NA,12,17,English,2013-03-09
2290,A Hundred and Seventy Chinese Poems,Arthur Waley,Chinese poetry -- Translations into English,NA,NA,908,17,English,2013-03-10
2291,"The Christian Mother; or, Notes for Mothers' Meetings",Maria Eliza Hoare,Mothers -- Religious life,Mothers -- Conduct of life,NA,3,7474,English,2013-03-10
2292,"Mémoires du prince de Talleyrand, Volume 5 (of 5)",Talleyrand-Périgord,France -- History,"Choiseul, Etienne-François, duc de, 1719-1785",NA,31,188217,French,2013-03-10
2293,Van den Vos Reynaerde,F. Buitenrust Hettema and Hermann Degering,Reynard the Fox (Legendary character) -- Poetry,Dutch literature,NA,47,43615,Dutch,2013-03-10
2294,Il 1859 da Plombières a Villafranca,Alfredo Panzini,"Napoleon III, Emperor of the French, 1808-1873",Italy -- History -- 1849-1870,"Cavour, Camillo Benso, conte di, 1810-1861",4,84490,Italian,2013-03-10
2295,Palvelusväkeä,Santeri Alkio,Fiction,NA,NA,3,17,Finnish,2013-03-10
2296,The Duchess of Trajetto,Anne Manning,Aristocracy (Social class) -- Fiction,Italy -- History -- 1492-1559 -- Fiction,NA,6,44323,English,2013-03-10
2297,"La Cryptographie, ou, l'art d'écrire en chiffres",P. L. Jacob,Cryptography,Ciphers,Signs and symbols,19,17,French,2013-03-10
2298,"Histoire du Consulat et de l'Empire, (Vol. 06 / 20)",Adolphe Thiers,"France -- History -- Consulate and First Empire, 1799-1815",NA,NA,7,153626,French,2013-03-10
2299,"The History of Johnny Quæ Genus, the Little Foundling of the Late Doctor Synta","e History of Johnny Quæ Genus, the Little Foundling of the Late Doctor Syntax.","English wit and humor, Pictorial",Great Britain -- Social life and customs -- 19th century -- Caricatures and cartoons,Great Britain -- Social life and customs -- 19th century -- Poetry,6,55596,English,2013-03-10
2300,"Œuvres Complètes de Frédéric Bastiat, tome 2",Frédéric Bastiat,Economics,NA,NA,13,141798,French,2013-03-10
2301,Poems,Alexander Smith,Poetry,NA,NA,11,37441,English,2013-03-10
2302,Digters uit Suid-Afrika,"Celliers, Leipoldt, Malherbe, and Totius",Afrikaans poetry,NA,NA,98,17,Afrikaans,2013-03-10
2303,"The Expositor's Bible: The Acts of the Apostles, Vol. 2",George Thomas Stokes,Bible. Acts -- Commentaries,"Bible. Acts -- Criticism, interpretation, etc.",NA,17,157351,English,2013-03-10
2304,"The Gist of Japan: The Islands, Their People, and Missions",R. B. Peery,Japan -- Social life and customs,Missions -- Japan,NA,166,69809,English,2013-03-11
2305,All about Ferrets and Rats,Adolph Isaacsen,Rats,Ferret,NA,31,17039,English,2013-03-11
2306,"The Calendar, and Other Verses",Irving Sidney Dix,American poetry,NA,NA,1,0,English,2013-03-11
2307,Frank in the Woods,Harry Castlemon,Conduct of life -- Juvenile fiction,Children -- Conduct of life -- Juvenile fiction,Adventure stories,9,50847,English,2013-03-11
