,Title,Author,Subject1,Subject2,Subject3,Num_Downloads,Word_Count,Language,Release_Date
20,The Matsuyama Mirror,Eitaku and Mrs. T. H. James,Fairy tales,Folklore -- Japan,NA,24,1257,English,2009-09-18
21,"Correspondance inédite de Hector Berlioz, 1819-1868",Hector Berlioz,Composers -- France -- Biography,"Berlioz, Hector, 1803-1869 -- Correspondence",Composers -- France -- Correspondence,22,93924,French,2009-09-18
22,Graham of Claverhouse,Ian Maclaren,"Graham, John, Viscount Dundee, 1648-1689 -- Fiction",NA,NA,26,72190,English,2009-09-18
23,The Daughter of the Storage,William Dean Howells,Poetry,Short stories,NA,12,64953,English,2009-09-18
24,The Fisher-Boy Urashima,Eitaku and Basil Hall Chamberlain,Fairy tales,Folklore -- Japan,NA,21,1219,English,2009-09-18
25,"Rugs: Oriental and Occidental, Antique & Modern",Rosa Belle Holt,Rugs,"Rugs, Oriental",NA,49,38626,English,2009-09-19
26,"A Story of One Short Life, 1783 to 1818",Elisabeth G. Stryker,"Mills, Samuel John, 1783-1818",Missionaries -- United States -- Biography,NA,11,9118,English,2009-09-19
27,Sult,Knut Hamsun,Authors -- Fiction,Norway -- Fiction,Hunger -- Fiction,158,60546,Norwegian,2009-09-19
28,"The Award of Justice; Or, Told in the Rockies: A Pen Picture of the West",Barbour,Mountain life -- Fiction,Rocky Mountains -- Fiction,NA,14,116027,English,2009-09-19
29,Lost in Translation,Laurence M. Janifer,Science fiction,Short stories,NA,25,4231,English,2009-09-19
30,I coniugi Varedo,Enrico Castelnuovo,Fiction,NA,NA,3,69123,Italian,2009-09-19
31,The Eye of Dread,Payne Erskine,Fiction,NA,NA,13,145448,English,2009-09-19
32,Nella lotta,Enrico Castelnuovo,Fiction,NA,NA,9,77066,Italian,2009-09-19
33,"Punch, or the London Charivari, Vol. 98, February 8, 1890",Various,English wit and humor -- Periodicals,NA,NA,12,8019,English,2009-09-19
34,I'll Kill You Tomorrow,Helen Huber,Science fiction,Short stories,NA,33,2717,English,2009-09-19
35,Off Course,Mack Reynolds,Science fiction,Short stories,NA,19,2746,English,2009-09-19
36,Word Study and English Grammar,Frederick W. Hamilton,English language -- Grammar,NA,NA,80,17727,English,2009-09-19
37,In the Shadow of the Hills,George C. Shedd,Fiction,NA,NA,11,84492,English,2009-09-20
38,A line-o'-verse or two,Bert Leston Taylor,Poetry,NA,NA,12,13613,English,2009-09-20
39,Adventurers of the Far North: A Chronicle of the Frozen Seas,Stephen Leacock,Arctic regions,"Northwest, Canadian -- Description and travel",NA,26,32545,English,2009-09-20
40,The Red River Colony,Louis Aubrey Wood,Red River Settlement,Manitoba -- History,NA,30,30498,English,2009-09-20
41,Mlle. Fouchette: A Novel of French Life,Charles Theodore Murray,France -- Fiction,NA,NA,16,90734,English,2009-09-20
42,Streifzüge an der Riviera,Eduard Strasburger,Plants -- France -- Riviera,Riviera (France) -- Description and travel,NA,26,65885,German,2009-09-20
43,Lutezia,Anton Giulio Barrili,Paris (France) -- Description and travel,Paris (France) -- Intellectual life,NA,8,40443,Italian,2009-09-20
44,The Carnivore,Katherine MacLean,Science fiction,Short stories,NA,35,2187,English,2009-09-20
45,Planet of Dreams,James McKimmey,Science fiction,Short stories,NA,13,2758,English,2009-09-20
46,Le Tour du Monde; Abydos,Various,Geography -- Pictorial works -- Periodicals,Voyages and travels -- Periodicals,Travelers -- Periodicals,11,19266,French,2009-09-20
47,Aircraft and Submarines,Willis J. Abbot,"Aeronautics, Military",Aeronautics,"World War, 1914-1918 -- Aerial operations",81,117851,English,2009-09-20
48,"The Contemporary Review, Volume 36, September 1879",Various,Political science -- Periodicals,Arts -- Periodicals,Literature -- Periodicals,30,100945,English,2009-09-20
49,Het huiselik en maatschappelik leven van de Zuid-Afrikaner,F. C. Dominicus,South Africa -- Social life and customs,NA,NA,9,26197,Dutch,2009-09-21
50,"Tales From Catland, for Little Kittens",Tabitha Grimalkin,Cats -- Juvenile fiction,NA,NA,17,19388,English,2009-09-21
51,"The History of Woman Suffrage, Volume VI",Ida Husted Harper,Women -- Suffrage -- United States -- History,Women -- Suffrage -- History,Women's rights -- United States -- History,71,345083,English,2009-09-21
52,Esploración arqueológica de la Provincia de Catamarca,Francisco Pascasio Moreno,Catamarca (Argentina : Province) -- Antiquities,NA,NA,6,9561,Spanish,2009-09-21
53,"Los Puritanos, y otros cuentos",Armando Palacio Valdés,"Short stories, Spanish",NA,NA,29,26422,Spanish,2009-09-21
54,A Virginia Village,Charles Alexander Stewart,Falls Church (Va.) -- History,NA,NA,41,27202,English,2009-11-06
55,The 1893 Duryea Automobile In the Museum of History and Technology,Berkebile,Duryea automobile,NA,NA,50,13132,English,2009-09-22
56,"Punch, or, the London Charivari, Volume 98, March 8, 1890.",Various,English wit and humor -- Periodicals,NA,NA,12,10758,English,2009-09-22
57,The Pirate Woman,Aylward Edward Dingle,Pirates -- Fiction,NA,NA,54,56245,English,2009-09-22
58,The Road to Independence: Virginia 1763-1783,Virginia. History,"Virginia -- History -- Colonial period, ca. 1600-1775 -- Study and teaching (Secondary)","Virginia -- History -- Revolution, 1775-1783 -- Study and teaching (Secondary)",NA,34,0,English,2009-09-22
59,"The Wings of the Dove, Volume II",Henry James,Venice (Italy) -- Fiction,London (England) -- Fiction,Young women -- Fiction,124,104993,English,2009-09-22
60,Vasárnapi Könyv. 1914. Első  félév 9. füzet,Various,Periodicals,NA,NA,6,3773,Hungarian,2009-09-22
61,The Religious Sentiment,Daniel G. Brinton,Religion -- Philosophy,NA,NA,25,66052,English,2009-09-22
62,The Plague,Teddy Keller,Science fiction,Short stories,Epidemics -- Fiction,32,4554,English,2009-09-22
63,Double Take,Richard Wilson,Science fiction,Short stories,NA,36,3900,English,2009-09-22
64,Peeps at Many Lands: Burma,R. Talbot Kelly,Burma -- Description and travel,NA,NA,41,21702,English,2009-09-22
65,Benign Stupors: A Study of a New Manic-Depressive Reaction Type,August Hoch,Stupor,Manic-depressive illness,NA,25,85907,English,2009-09-22
66,Laboratory Manual of Glass-Blowing,Francis C. Frary,Glass blowing and working,NA,NA,44,17809,English,2009-09-22
67,"Œuvres complètes de lord Byron, Tome 09",Baron George Gordon Byron Byron,English literature -- Translations into French,NA,NA,21,52281,French,2009-09-23
68,Descripçaõ sobre a cultura do Canamo ou Canave,Henri-Louis Duhamel du Monceau,Hemp -- Culture,NA,NA,11,3161,Portuguese,2009-09-23
69,Bom-senso e bom-gosto,Manuel Pinheiro Chagas,Portuguese literature -- 19th century -- History and criticism,"Quental, Antero de, 1842-1891",NA,7,2619,Portuguese,2009-09-23
70,Bom-senso e bom-gosto,Antero de Quental,"Castilho, Antonio Feliciano de, 1800-1875",NA,NA,59,4749,Portuguese,2009-09-23
71,Paginas Archeologicas III - Situação conjectural de Talabriga,Pereira,"Roads, Roman -- Portugal",NA,NA,13,12590,Portuguese,2009-09-23
72,Angelot: A Story of the First Empire,Eleanor C. Price,"Napoleonic Wars, 1800-1815 -- Fiction",NA,NA,8,106367,English,2009-09-23
73,"Encyclopaedia Britannica, 11th Edition, ""Destructors"" to ""Diameter""",Various,Encyclopedias and dictionaries,NA,NA,72,73639,English,2009-09-24
74,"Jessica, the Heiress",Evelyn Raymond,Fiction,NA,NA,14,56084,English,2009-09-24
75,Our Next-Door Neighbors,Belle Kanaris Maniates,Fiction,NA,NA,19,34881,English,2009-09-24
76,Graham's Magazine Vol XXXIII No. 3 September 1848,Various,"Literature, Modern -- 19th century -- Periodicals",Literature -- Periodicals,NA,14,58144,English,2009-09-24
77,Die Hanse und England von Eduards III. bis auf Heinrichs VIII. Zeit,Schulz,Hanseatic League -- Commerce -- Great Britain,Great Britain -- Commerce -- Hanseatic league,NA,16,64075,German,2009-09-24
78,Hemsöborna,August Strindberg,Farm life -- Sweden -- Fiction,Islands -- Sweden -- Fiction,NA,27,44092,Swedish,2009-09-25
79,Skärkarlsliv,August Strindberg,"Short stories, Swedish",Archipelagoes -- Sweden -- Fiction,Aristocracy (Social class) -- Sweden -- Fiction,15,43133,Swedish,2009-09-25
80,Samlade Skrifter #28. Hemsöborna och Skärkarlsliv,August Strindberg,"Short stories, Swedish",Farm life -- Sweden -- Fiction,Islands -- Sweden -- Fiction,65,86740,Swedish,2009-09-25
81,"The Arena, Volume 18, No. 92, July, 1897",Various,American literature -- Periodicals,NA,NA,18,56702,English,2009-09-25
82,Westward with the Prince of Wales,W. Douglas Newton,Canada -- Description and travel,"Windsor, Edward, Duke of, 1894-1972",NA,24,89430,English,2009-09-25
83,Letters of Madam Guyon,Jeanne Marie Bouvier de la Motte Guyon,"Guyon, Jeanne Marie Bouvier de La Motte, 1648-1717",NA,NA,68,20302,English,2009-09-25
84,Norwegische Volksmährchen vol. 2,Asbjørnsen and Moe,Fairy tales,Tales -- Norway,NA,36,49832,German,2009-09-25
85,"Life of Henry Martyn, Missionary to India and Persia, 1781 to 1812",Sarah J. Rhea,"Martyn, Henry, 1781-1812",Missionaries -- India -- Biography,Missionaries -- Iran -- Biography,18,13331,English,2009-09-25
86,Has Anyone Here Seen Kelly?,Bryce Walton,Science fiction,Short stories,NA,29,3786,English,2009-09-25
87,Amaryllis at the Fair,Richard Jefferies,Fiction,NA,NA,47,68292,English,2009-09-25
88,Dorothy Dainty at the Mountains,Amy Brooks,Friendship -- Juvenile fiction,Girls -- Juvenile fiction,Mountain resorts -- Juvenile fiction,11,32130,English,2009-09-25
89,Young Barbarians,Ian Maclaren,Fiction,NA,NA,21,74715,English,2009-09-25
90,Robinetta,"Findlater, Findlater, McAulay, and Wiggin",Fiction,NA,NA,30,53163,English,2009-09-25
91,"Itinerario da viagem, que fez a Jerusalem o M.R.P.",Francisco Guerrero,Palestine -- Description and travel -- Early works to 1800,NA,NA,10,17424,Portuguese,2009-09-26
92,Lords of the Housetops: Thirteen Cat Tales,W. L. Alden et al.,Cats -- Fiction,NA,NA,110,66186,English,2009-09-26
93,The Shepherd of the North,Richard Aumerle Maher,Frontier and pioneer life -- Fiction,Priests -- Fiction,NA,12,81890,English,2009-09-26
94,Fred Fenton Marathon Runner: The Great Race at Riverport School,Allen Chapman,Marathon running -- Juvenile fiction,NA,NA,5,48681,English,2009-09-26
95,At the Crossroads,Harriet T. Comstock,Fiction,NA,NA,28,91138,English,2009-09-26
96,The Camera Fiend,E. W. Hornung,Detective and mystery stories,NA,NA,21,0,English,2009-09-26
97,Erinnerungen,Ludwig Thoma,"Thoma, Ludwig, 1867-1921",NA,NA,24,54464,German,2009-09-26
98,The Venetian School of Painting,Evelyn March Phillipps,Painters -- Italy -- Venice,Painting -- Italy -- Venice -- History,NA,24,77049,English,2009-09-26
99,Hypochondriasis: A Practical Treatise (1766),John Hill,Medicine -- Early works to 1800,Hypochondria -- Early works to 1900,NA,25,12000,English,2009-09-27
100,Marion Fay: A Novel,Anthony Trollope,England -- Fiction,Love stories,Male friendship -- Fiction,32,208825,English,2009-09-27
101,Whispers,Paul Cameron Brown,Poetry,NA,NA,4,3387,English,2009-09-26
102,Hethadenee waunauyaunee vadan Luke vanenana,John Roberts and Michael White Hawk,Arapaho language -- Texts,NA,NA,10,15604,Arapaho,2009-09-26
103,"Birds, Illustrated by Color Photography, Vol. 1, No. 3",Various,Zoological illustration -- Periodicals,Birds -- Periodicals,Natural history -- Periodicals,19,9507,English,2009-09-26
104,"Species Plantarum, Sections VI-X",Carl von Linné,Plants -- Classification -- Early works to 1800,Plants -- Early works to 1800,NA,19,38951,Latin,2009-09-27
105,"The Strand Magazine, Vol. 05, Issue 26, February 1893",Various,"Short stories, English -- Periodicals",English literature -- Periodicals,NA,51,48571,English,2009-09-27
106,The Vast Abyss,George Manville Fenn,Fiction,NA,NA,9,125424,English,2009-09-27
107,Principles of Political Economy,John Stuart Mill,Economics,NA,NA,448,237724,English,2009-09-27
108,The Quality of Mercy,William Dean Howells,Fiction,NA,NA,11,118734,English,2009-09-27
109,"The Russian Garland, Being Russian Folk Tales",Steele and Rosciszewski,Tales -- Russia,Fairy tales -- Russia,NA,35,56261,English,2009-09-27
110,Name and Fame: A Novel,Adeline Sergeant,Fiction,NA,NA,20,144972,English,2009-09-27
111,A Noble Woman,Ann S. Stephens,Fiction,NA,NA,5,135834,English,2009-09-27
112,Development of the Phonograph at Alexander Graham Bell's Volta Laborato,velopment of the Phonograph at Alexander Graham Bell's Volta Laboratory,Phonograph,NA,NA,56,4159,English,2009-09-27
113,The One-Way Trail: A story of the cattle country,Ridgwell Cullum,Western stories,Ranch life -- Fiction,NA,27,110149,English,2009-09-27
114,The Journal of Submarine Commander von Forstner,Forstner,"World War, 1914-1918 -- Personal narratives","World War, 1914-1918 -- Naval operations -- Submarine",Submarine warfare,31,24252,English,2009-09-27
115,Tante,Anne Douglas Sedgwick,Fiction,NA,NA,12,150545,English,2009-09-27
116,Graham's Magazine Vol XXXIII No. 4  October 1848,Various,"Literature, Modern -- 19th century -- Periodicals",Literature -- Periodicals,NA,12,57068,English,2009-09-28
117,ABC: Petits Contes,Jules Lemaître,"Children's stories, French",French language -- Alphabet -- Juvenile literature,NA,88,5896,French,2009-09-28
118,"Masonic Monitor of the Degrees of Entered Apprentice, Fellow Craft and Mast","sonic Monitor of the Degrees of Entered Apprentice, Fellow Craft and Master",Freemasonry -- Rituals,NA,NA,67,36709,English,2009-09-28
119,The Calvinistic Doctrine of Predestination Examined and Refuted,F. Hodgson,Predestination,Calvinism -- Controversial literature,Methodist Episcopal Church -- Controversial literature,24,23301,English,2009-09-28
120,"The Happy Prince, and Other Tales",Oscar Wilde,Fairy tales,"Children's stories, English","Short stories, English",252,16645,English,2009-09-28
121,The Art of Confectionary,Edward Lambert,Confectionery,Cooking -- Early works to 1800,NA,59,11787,English,2009-09-28
122,Entre naranjos,Vicente Blasco Ibáñez,Spanish fiction,NA,NA,5,81501,Spanish,2009-09-28
123,Micromegas,Voltaire,Science fiction,Short stories,Life on other planets -- Fiction,544,7737,English,2009-09-28
124,"Astounding Stories, February, 1931",Various,Science fiction -- Periodicals,"Science fiction, American -- Periodicals",NA,75,75999,English,2009-09-28
125,The Flute of the Gods,Marah Ellis Ryan,Indians of North America -- Fiction,NA,NA,19,98896,English,2009-09-28
126,"The Church, the Schools and Evolution",J. E. Conant,Religion and science,Evolution,NA,7,23303,English,2009-09-28
127,Tales from Dickens,Charles Dickens and Hallie Erminie Rives,"Dickens, Charles, 1812-1870 -- Adaptations",NA,NA,70,107189,English,2009-09-28
128,Where Strongest Tide Winds Blew,Robert McReynolds,Adventure stories,NA,NA,10,42126,English,2009-09-29
129,Old French Fairy Tales,comtesse de Sophie Ségur,Fairy tales -- France,"Children's stories, French -- Translations into English",NA,357,52216,English,2009-09-29
130,"Due South; or, Cuba Past and Present",Maturin M. Ballou,Cuba,NA,NA,9,92526,English,2009-09-29
131,Nye and Riley's Wit and Humor (Poems and Yarns),Nye and Riley,American wit and humor,NA,NA,31,43241,English,2009-09-29
132,The Canon of the Bible,Samuel Davidson,Bible -- Canon,NA,NA,160,43701,English,2009-09-29
133,"Notes and Queries, Number 217, December 24, 1853",Various,Questions and answers -- Periodicals,NA,NA,3,21792,English,2009-09-29
134,Elementary Theosophy,L. W. Rogers,Theosophy,NA,NA,23,53264,English,2009-09-29
135,Walter Pieterse: A Story of Holland,Multatuli,Netherlands -- Fiction,NA,NA,15,72800,English,2009-09-29
136,A Short History of the Book of Common Prayer,William Reed Huntington,Episcopal Church. Book of common prayer,NA,NA,5,66130,English,2009-09-30
137,"Daisy Brooks; Or, A Perilous Love",Laura Jean Libbey,Fiction,Love stories,Adventure stories,13,82607,English,2009-09-30
138,The Seiners,James B. Connolly,Sea stories,NA,NA,6,69034,English,2009-09-30
139,The Beauties of the State of Washington: A Book for Tourists,Harry F. Giles,Washington (State) -- Guidebooks,NA,NA,9,23322,English,2009-09-30
140,Gone Fishing,James H. Schmitz,Science fiction,NA,NA,33,16469,English,2009-09-30
141,"The Continental Monthly, Vol. 4, No. 5, November, 1863",Various,"Literature, Modern -- 19th century -- Periodicals",United States -- Politics and government -- 19th century -- Periodicals,NA,15,78308,English,2009-09-30
142,Little Brother,Cory Doctorow,San Francisco (Calif.) -- Fiction,United States. Dept. of Homeland Security -- Fiction,Terrorism -- Fiction,390,119883,English,2009-09-30
143,"Out on the Pampas; Or, The Young Settlers",G. A. Henty,Pampas (Argentina) -- Juvenile fiction,NA,NA,12,88946,English,2009-10-01
144,Discours par Maximilien Robespierre — 21 octobre 1789-1er juillet 17,scours par Maximilien Robespierre — 21 octobre 1789-1er juillet 1794,"France -- History -- Revolution, 1789-1799",NA,NA,6,106093,French,2009-10-01
145,Pathfinders of the Great Plains: A Chronicle of La Vérendrye and his Sons,Burpee,New France -- Discovery and exploration,"La Vérendrye, Pierre Gaultier de Varennes, sieur de, 1685-1749",NA,15,24630,English,2009-10-01
146,What She Could,Susan Warner,Christian life -- Juvenile fiction,Conduct of life -- Juvenile fiction,Family life -- Juvenile fiction,14,51031,English,2009-10-01
147,Opportunities,Susan Warner,Christian life -- Juvenile fiction,Conduct of life -- Juvenile fiction,Family life -- Juvenile fiction,7,58971,English,2009-10-01
148,The House in Town,Susan Warner,Christian life -- Juvenile fiction,Conduct of life -- Juvenile fiction,Family -- Juvenile fiction,14,66611,English,2009-10-01
149,Trading,Susan Warner,Christian life -- Juvenile fiction,Conduct of life -- Juvenile fiction,Family -- Juvenile fiction,8,65915,English,2009-10-01
150,Prize Orations of the Intercollegiate Peace Associati,ize Orations of the Intercollegiate Peace Association,War,Peace,NA,33,43910,English,2009-10-01
151,Macedonia: A Nation at a Crossroads,Samuel Vaknin,Macedonia (Republic),NA,NA,15,32,English,2009-10-01
152,Narcissistic and Psychopathic Leaders,Samuel Vaknin,Narcissism,NA,NA,30,31,English,2009-10-01
153,"Abuse, Torture, and Trauma and their Consequences and Effects",Samuel Vaknin,Narcissism,NA,NA,52,36,English,2009-10-01
154,Essays on God and Freud,Samuel Vaknin,Religion,God,Psychoanalysis,19,30,English,2009-10-01
155,Relativity: The Special and General Theory,Albert Einstein,Relativity (Physics),NA,NA,388,58,English,2009-10-01
156,Second Overture In Solomon,George Frideric Handel,Oratorios -- Excerpts,NA,NA,16,1258,English,2009-10-01
157,"The Atlantic Monthly, Volume 15, No. 88, February, 1865",Various,American periodicals,NA,NA,12,84242,English,2009-10-02
158,"The American Missionary — Volume 39, No. 07, July, 1885",Various,Congregational churches -- Missions -- Periodicals,Home missions -- Periodicals,NA,3,15956,English,2009-10-02
159,The True-Born Englishman: A Satire,Daniel Defoe,"National characteristics, English",Great Britain -- Politics and government -- 1689-1702,NA,37,11206,English,2009-10-02
160,"Christ, Christianity and the Bible",Isaac Massey Haldeman,Jesus Christ -- Divinity,Christianity -- 20th century,NA,15,37256,English,2009-10-02
161,A agua profunda,Paul Bourget,Fiction,NA,NA,15,41035,Portuguese,2009-10-02
162,Old English Patent Medicines in America,Griffenhagen and Young,Patent medicines,NA,NA,39,16868,English,2009-10-02
163,Vasárnapi Könyv. 1916. Első félév 20. füzet,Kálmán Árkay,Periodicals,NA,NA,2,3836,Hungarian,2009-10-02
164,Le monete di Venezia descritte ed illustrate da Nicolò Papadopoli Aldobrandin," monete di Venezia descritte ed illustrate da Nicolò Papadopoli Aldobrandini,",Medals -- Italy -- Venice,"Coins, Italian",Numismatics -- Italy -- Venice,24,133913,Italian,2009-10-02
165,Die Abenteuer Tom Sawyers,Mark Twain,Humorous stories,Bildungsromans,Boys -- Fiction,151,68131,German,2009-10-03
166,"Astounding Stories, March, 1931",Various,Science fiction -- Periodicals,"Science fiction, American -- Periodicals",NA,90,81061,English,2009-10-03
167,Royal Children of English History,E. Nesbit,Princes -- Great Britain -- Biography,Princesses -- Great Britain -- Biography,NA,33,12278,English,2009-10-04
168,"A History of Giggleswick School from its Foundation, 1499 to 1912",Bell,"Giggleswick School (Giggleswick, England) -- History",NA,NA,28,70509,English,2009-10-03
169,The Story of the White Mouse,Unknown,Conduct of life -- Juvenile fiction,Children's stories,NA,26,5450,English,2009-10-03
170,Lonesome Hearts,R. R. Winterbotham,Science fiction,Short stories,NA,16,1949,English,2009-10-04
171,Vertellingen van vroeger en later tijd,J. van Lennep,Dutch literature,NA,NA,32,151706,Dutch,2009-10-04
172,Architectural Antiquities of Normandy,John Sell Cotman and Dawson Turner,Architecture -- France -- Normandy,"Architecture, Norman",NA,44,101377,English,2009-10-04
173,Saint Ursula: I. The Story of St. Ursula. II. The Dream of St. Ursula.,Ruskin,"Ursula, Saint","Carpaccio, Vittore, 1455?-1525? Dream of Saint Ursula",NA,12,3498,English,2009-10-04
174,The Mathematical-Historical Principles and the Evolution of Liber,e Mathematical-Historical Principles and the Evolution of Liberty,History -- Philosophy,NA,NA,20,62,English,2009-10-04
175,Los Principios Matemático-Históricos y la Evolución de la Libert,s Principios Matemático-Históricos y la Evolución de la Libertad,History -- Philosophy,NA,NA,18,96,Spanish,2009-10-04
176,O Carrasco de Victor Hugo José Alves,Camilo Castelo Branco,Portuguese fiction -- 19th century,NA,NA,27,40383,Portuguese,2009-10-04
177,Astounding Stories of Super-Science January 1931,Various,Science fiction -- Periodicals,"Science fiction, American -- Periodicals",NA,230,78339,English,2009-10-05
178,Our Moslem Sisters,Annie Van Sommer and Samuel Marinus Zwemer,Women -- Orient,NA,NA,50,71789,English,2009-10-05
179,The Note-Book of an Attaché: Seven Months in the War Zone,Eric Fisher Wood,"World War, 1914-1918 -- Personal narratives","World War, 1914-1918 -- France -- Paris",NA,10,69862,English,2009-10-05
180,Perugino,Selwyn Brinton,"Perugino, approximately 1450-1523",NA,NA,8,12151,English,2009-10-05
181,Fungi: Their Nature and Uses,M. C. Cooke,Fungi,NA,NA,85,107116,English,2009-10-05
182,"Punch, or the London Charivari, Vol. 98, March 15, 1890",Various,English wit and humor -- Periodicals,NA,NA,3,9074,English,2009-10-05
183,A Manual of the Art of Fiction,Clayton Meeker Hamilton,Fiction,NA,NA,83,77017,English,2009-10-05
184,The Fairy Changeling and Other Poems,Dora Sigerson Shorter,Poetry,NA,NA,38,11622,English,2009-10-05
185,London Lyrics,Frederick Locker-Lampson,London (England) -- Poetry,NA,NA,9,10588,English,2009-10-05
186,"The Great Events by Famous Historians, Volume 13","Horne, Johnson, and Rudd",World history,NA,NA,29,153238,English,2009-10-06
187,Death Points a Finger,Will Levinrew,Detective and mystery stories,Journalists -- New York (State) -- New York -- Fiction,NA,15,53145,English,2009-10-06
188,The Fifth Queen: And How She Came to Court,Ford Madox Ford,"Catharine Howard, Queen, consort of Henry VIII, King of England, -1542 -- Fiction",NA,NA,21,75384,English,2009-10-06
189,Show Business by Boyd Ella,,Science fiction,Short stories,NA,11,2679,English,2009-10-06
190,Around the World with Josiah Allen's Wife,Marietta Holley,Women travelers -- Fiction,NA,NA,50,163169,English,2009-10-06
191,A Critic in Pall Mall: Being Extracts from Reviews and Miscellanies,Oscar Wilde,Literature -- History and criticism,Books -- Reviews,NA,80,65232,English,2009-10-06
192,"Chips from a German Workshop, Volume 4",F. Max Müller,Folklore,Literature -- History and criticism,Mythology,36,27650,English,2009-10-06
193,East of the Shadows,Mrs. Hubert Barclay,Fiction,NA,NA,5,64860,English,2009-10-06
194,Landmarks in the History of Early Christianity,Kirsopp Lake,"Church history -- Primitive and early church, ca. 30-600",NA,NA,12,38485,English,2009-10-07
195,"L'Illustration, No. 3732, 5 Septembre 1914",Various,"World War, 1914-1918",Illustrated periodicals -- France,NA,21,7539,French,2009-10-07
196,"L'Illustration, No. 3733, 12-19 Septembre 1914",Various,"World War, 1914-1918",Illustrated periodicals -- France,NA,2,5751,French,2009-10-07
197,"Farthest North, Vol. I",Fridtjof Nansen,Arctic regions -- Discovery and exploration,"""Fram"" Expedition (1893-1896)","Nansen, Fridtjof, 1861-1930 -- Travel -- Arctic regions",110,128388,English,2009-10-07
198,Nirvana Days,Cale Young Rice,Poetry,NA,NA,2,12556,English,2009-10-07
199,McIlvaine's Star,August Derleth,Science fiction,Short stories,NA,32,3991,English,2009-10-07
200,Ancient and Modern Celebrated Freethinkers,"Bradlaugh, Collins, and Watts",Rationalists -- Biography,NA,NA,176,108938,English,2009-10-06
201,In Praise of Folly,Desiderius Erasmus,Folly -- Early works to 1800,NA,NA,660,44809,English,2009-10-06
202,Flowers of Freethought (First Series),G. W. Foote,Free thought,NA,NA,19,68940,English,2009-10-06
203,Flowers of Freethought (Second Series),G. W. Foote,Free thought,NA,NA,26,98955,English,2009-10-06
204,Arrows of Freethought,G. W. Foote,Free thought,NA,NA,31,38723,English,2009-10-06
205,Reminiscences of Charles Bradlaugh,G. W. Foote,Free thought,Trials (Blasphemy) -- Great Britain,"Bradlaugh, Charles, 1833-1891",18,13487,English,2009-10-06
206,Humanity's Gain from Unbelief,Charles Bradlaugh,Free thought,Atheism,NA,31,5220,English,2009-10-06
207,"Men, Women, and Gods; and Other Lectures",Helen H. Gardener,Free thought,NA,NA,27,34198,English,2009-10-06
