,Title,Author,Subject1,Subject2,Subject3,Num_Downloads,Word_Count,Language,Release_Date
5924,Setä Pitkäsääri,Jean Webster,Orphans -- Fiction,Boarding schools -- Fiction,Schools -- Fiction,1,17,Finnish,2017-11-09
5925,Kant's gesammelte Schriften. Band V. Kritik der Urtheilskraft.,Immanuel Kant,Intellect,Judgment (Logic),NA,64,129785,German,2017-11-09
5926,The Commentaries of Cæsar,Anthony Trollope,"Caesar, Julius. De bello Gallico","Military history, Ancient -- Historiography","Gaul -- History -- Gallic Wars, 58-51 B.C. -- Historiography",61,17,English,2017-11-09
5927,Derelicts,William John Locke,Love stories,Ex-convicts -- Fiction,NA,6,77450,English,2017-11-10
5928,The House of Dreams-Come-True,Margaret Pedler,Fiction,NA,NA,6,95050,English,2017-11-10
5929,De complete werken van Joost van Vondel. Hymnus of Lofzang van de Kristelij, complete werken van Joost van Vondel. Hymnus of Lofzang van de Kristelijke,Dutch poetry,NA,NA,10,29194,Dutch,2017-11-10
5930,Section-Cutting,Sylvester Marsh,Microscopy,Microscopy -- Technique,NA,23,17,English,2017-11-10
5931,California Missions: A Guide to the Historic Trails of the Padres,Karl F. Brown,"Missions, Spanish -- California",NA,NA,29,17,English,2017-11-11
5932,"The Collected Works of William Hazlitt, Vol. 01 (of 12)",William Hazlitt,English essays -- 19th century,NA,NA,96,211670,English,2017-11-11
5933,Peggy Finds the Theatre,Virginia Hughes,New York (N.Y.) -- Juvenile fiction,Mystery and detective stories,First loves -- Juvenile fiction,12,41030,English,2017-11-11
5934,A Damokosok,Mór Jókai,Hungarian fiction -- 19th century,NA,NA,3,17,Hungarian,2017-11-11
5935,The Municipal and Sanitary Engineer's Handbook,H. Percy Boulnois,Sanitary engineering,Municipal engineering,NA,7,17,English,2017-11-11
5936,Kotipellon kynnökseltä: Kertomuksia,Jaakko Nikkinen,"Short stories, Finnish",Finnish fiction -- 20th century,NA,2,23058,Finnish,2017-11-11
5937,Satuja ja tarinoita V,H. C. Andersen,Fairy tales,NA,NA,1,17,Finnish,2017-11-11
5938,Kiljusen herrasväki,Jalmari Finne,"Children's stories, Finnish",NA,NA,24,15039,Finnish,2017-11-11
5939,When I Was a Boy in Japan,Sakae Shioya,Japan -- Social life and customs,NA,NA,6,17,English,2017-11-11
5940,Theosophy and Life's Deeper Problems,Annie Besant,Theosophy,NA,NA,17,17,English,2017-11-12
5941,Beethoven,Romain Rolland,"Beethoven, Ludwig van, 1770-1827",NA,NA,104,48656,English,2017-11-12
5942,The Iris: An Illuminated Souvenir for MDCCCLII,Mary H. Eastman and John S. Hart,Gift books,Indians of North America -- Literary collections,NA,11,66745,English,2017-11-12
5943,Satuja ja tarinoita VI,H. C. Andersen,Fairy tales,NA,NA,4,17,Finnish,2017-11-12
5944,Kiljusen herrasväen uudet seikkailut,Jalmari Finne,"Children's stories, Finnish",NA,NA,3,17,Finnish,2017-11-12
5945,Exiles: A Play in Three Acts,James Joyce,Alienation (Social psychology) -- Drama,Domestic drama,Authors -- Drama,122,17,English,2017-11-12
5946,"Captain Billy's Whiz Bang, Vol. 2. No. 16, January, 1921",Various,American wit and humor -- Periodicals,NA,NA,64,14262,English,2017-11-12
5947,"Dean Dunham; Or, the Waterford Mystery",Jr. Horatio Alger,Boys -- Juvenile fiction,Mystery and detective stories,NA,15,53688,English,2017-11-12
5948,The Abysmal Brute,Jack London,Boxers (Sports) -- Fiction,Boxing stories,NA,42,24046,English,2017-11-12
5949,A Woman of the Ice Age,L. P. Gratacap,Glacial epoch -- Fiction,NA,NA,16,53231,English,2017-11-12
5950,A Madcap Cruise,Oric Bates,Young men -- Fiction,Yachts -- Fiction,Ocean travel -- Fiction,7,66449,English,2017-11-12
5951,"Wise Saws and Modern Instances, Volume 1 (of 2)",Thomas Cooper,English fiction -- 19th century,"Short stories, English",NA,10,63817,English,2017-11-12
5952,"Memoirs of the Late War, Vol 1 (of 2)","Cooke, Moodie, and Munster",Europe -- History -- 1789-1815,NA,NA,14,17,English,2017-11-13
5953,"Memoirs of the Late War, Vol 2 (of 2)","Cooke, Moodie, and Munster",Europe -- History -- 1789-1815,NA,NA,10,68729,English,2017-11-13
5954,Stranga heredaĵo: Romano originale verkita,Heinrich August Luyken,Esperanto fiction,NA,NA,14,81263,Esperanto,2017-11-13
5955,Ports of Entry: Missionary Herald,Council of Women for Home Missions et al.,City missions -- New York (State) -- New York,Home missions -- New York (State) -- New York,Women in missionary work -- New York (State) -- New York,9,9050,English,2017-11-13
5956,The Lost Parchment: A Detective Story,Fergus Hume,Detective and mystery stories,Inheritance and succession -- Fiction,England -- Fiction,17,83860,English,2017-11-13
5957,A Study of Army Camp Life during American Revolution,Mary Hazel Snuff,United States -- Armed Forces -- Military life,"United States -- History -- Revolution, 1775-1783 -- American forces",NA,11,17794,English,2017-11-13
5958,The Holy Land,John Kelman,Palestine -- Description and travel,NA,NA,14,17,English,2017-11-13
5959,The Coming of the White Men: Stories of How Our Country Was Discovered,Wade,Discoveries in geography -- Juvenile fiction,America -- Discovery and exploration -- Juvenile fiction,NA,11,34028,English,2017-11-13
5960,The Lady from Nowhere: A Detective Story,Fergus Hume,Detective and mystery stories,England -- Fiction,Murder -- Investigation -- Fiction,18,58108,English,2017-11-13
5961,The Millionaire Mystery,Fergus Hume,Detective and mystery stories,Millionaires -- Fiction,NA,14,17,English,2017-11-13
5962,"Kate Meredith, Financier",Charles John Cutcliffe Wright Hyne,Women capitalists and financiers -- Fiction,NA,NA,9,94868,English,2017-11-14
5963,"Shepherd Singing Ragtime, and Other Poems",Louis Golding,English poetry -- 20th century,NA,NA,4,5925,English,2017-11-14
5964,The Sapphire Signet,Augusta Huiell Seaman,Girls -- Juvenile fiction,Mystery fiction,"Greenwich Village (New York, N.Y.) -- Juvenile fiction",21,47824,English,2017-11-14
5965,Air Monster,active 1880-1932 Edwin Green,Adventure stories,Arctic regions -- Juvenile fiction,Rescues -- Juvenile fiction,6,17,English,2017-11-14
5966,In Taunton town : a story of the rebellion of James Duke of Monmouth in 16, Taunton town : a story of the rebellion of James Duke of Monmouth in 1685,Biographical fiction,Courage -- Juvenile fiction,Prisoners -- Juvenile fiction,14,138928,English,2017-11-14
5967,Felfordult világ; Észak honából; A debreczeni lunátikus,Mór Jókai,Hungarian fiction -- 19th century,NA,NA,7,17,Hungarian,2017-11-14
5968,"A History of the British Army, Vol. 1",Sir J. W. Fortescue,Great Britain. Army -- History,"Great Britain -- History, Military",NA,54,200926,English,2017-11-14
5969,"The Quarterly of the Oregon Historical Society (Vol. I, No. ","e Quarterly of the Oregon Historical Society (Vol. I, No. 2)",Oregon -- History -- Periodicals,NA,NA,1,32975,English,2017-11-14
5970,The Panama Canal,Harry Clow Boardman,Panama Canal (Panama),NA,NA,7,15337,English,2017-11-14
5971,Photo-Lithography,Georg Fritz,Photolithography,NA,NA,23,39207,English,2017-11-14
5972,Pyhä hymy: Historiallinen kertomus Hemming piispan päiviltä,Lauri Soini,Historical fiction,"Hemming, Bishop of Turku, approximately 1290-1366 -- Fiction",Finnish fiction -- 20th century,1,17,Finnish,2017-11-14
5973,Shinto: The ancient religion of Japan,W. G. Aston,Shinto,NA,NA,39,16642,English,2017-11-15
5974,Anthropophagy,Charles W. Darling,Cannibalism,NA,NA,10,12610,English,2017-11-15
5975,Voyager Encounters Jupit,yager Encounters Jupiter,Voyager Project,Jupiter (Planet) -- Pictorial works,NA,27,7488,English,2017-11-16
5976,"The Trial of an Ox, for Killing a Man; by John Go",Rusher,Animal welfare -- Juvenile literature,Cruelty -- Juvenile literature,"Chapbooks, English",4,1380,English,2017-11-16
5977,Flight: An Epic of the Air,Irwin R. Franklyn,"World War, 1914-1918 -- Fiction",Air pilots -- Fiction,NA,8,50666,English,2017-11-16
5978,"A History of Troop A Cavalry, Connecticut National Guard and Its Service in t","History of Troop A Cavalry, Connecticut National Guard and Its Service in the","World War, 1914-1918 -- Regimental histories -- United States","United States. Army. Machine Gun Battalion, 102nd. Company D",NA,5,30963,English,2017-11-16
5979,Life and Confession of Sophia Hamilton,William H. Jackson,Canada -- Fiction,Murder -- Fiction,NA,5,11596,English,2017-11-16
5980,With Sack and Stock in Alaska,Horatio George Broke,Alaska -- Description and travel,Mountaineering -- Alaska,"Saint Elias, Mount (Alaska and Yukon)",8,39373,English,2017-11-16
5981,The great Galeoto; Folly or saintliness,José Echegaray,Spanish drama -- Translations into English,NA,NA,25,55610,English,2017-11-17
5982,"Forward Pass: A Story of the ""New Football""",Ralph Henry Barbour,Football -- Juvenile fiction,Boarding schools -- Juvenile fiction,NA,7,71638,English,2017-11-17
5983,New England and the Bavarian Illuminati,Vernon Stauffer,Thesis (Ph. D.),Illuminati,New England -- Church history,45,17,English,2017-11-17
5984,Névtelen vár (1. rész),Mór Jókai,Hungary -- History -- 1699-1848 -- Fiction,Hungarian fiction -- 19th century,NA,3,17,Hungarian,2017-11-17
5985,Névtelen vár (2. rész),Mór Jókai,Hungary -- History -- 1699-1848 -- Fiction,Hungarian fiction -- 19th century,NA,4,67789,Hungarian,2017-11-17
5986,Letters of Asa Gray; Vol. 1,Asa Gray,"Gray, Asa, 1810-1888 -- Correspondence",Botanists -- United States -- Correspondence,NA,42,117347,English,2017-11-17
5987,Letters of Asa Gray; Vol. 2,Asa Gray,"Gray, Asa, 1810-1888 -- Correspondence",Botanists -- United States -- Correspondence,NA,29,135172,English,2017-11-17
5988,Natural History of Enthusiasm,Isaac Taylor,Enthusiasm -- Religious aspects -- Christianity,NA,NA,12,76137,English,2017-11-17
5989,Celtic Folklore: Welsh and Manx (Volume 2 of 2),Sir John Rhys,"Mythology, Celtic -- Wales",Folklore -- Isle of Man,Celts -- Wales -- Folklore,52,124412,English,2017-11-17
5990,Post-Mediæval Preachers,S. Baring-Gould,Preaching,NA,NA,8,68465,English,2017-11-17
5991,Kazan susikoira: Seikkailukirja suurilta saloseuduilta,James Oliver Curwood,Dogs -- Fiction,Wolfdogs -- Fiction,NA,15,17,Finnish,2017-11-18
5992,Ylenkatsotuita,Jaakko Nikkinen,Finnish fiction -- 20th century,NA,NA,2,33768,Finnish,2017-11-18
5993,The Diamond Ship,Max Pemberton,Adventure stories,Mystery fiction,Jewel thieves -- Fiction,10,84906,English,2017-11-18
5994,"Peradventure; or, The Silence of God",Robert Keable,Church of England -- Fiction,Young men -- Fiction,Religion -- Fiction,7,101143,English,2017-11-18
5995,"Reminiscences of Prince Talleyrand, Volume 2 (of 2)",Colmache,"Talleyrand-Périgord, Charles Maurice de, prince de Bénévent, 1754-1838",NA,NA,9,75256,English,2017-11-18
5996,"Godey's Lady's Book, Philadelphia, Volume 48, March, 1854",Various,"Women's periodicals, American",Fashion -- 19th century -- Periodicals,United States -- Social life and customs -- 19th century -- Periodicals,22,67324,English,2017-11-18
5997,"An Illustrated Handbook of Mount Vernon, the Home of Washingt"," Illustrated Handbook of Mount Vernon, the Home of Washington","Washington, George, 1732-1799 -- Homes and haunts -- Virginia -- Mount Vernon (Estate)",Mount Vernon (Va. : Estate),Historic buildings -- United States,8,17,English,2017-11-19
5998,"London Labour and the London Poor, Vol. 1",Henry Mayhew,Poor -- England -- London,London (England) -- Social conditions,Criminals -- England -- London,562,495710,English,2017-11-19
5999,Die schöpferische Pause,Fritz Klatt,Education,Educational psychology,Human beings -- Constitution,8,41774,German,2017-11-19
6000,Schetsen uit de Dierenwereld,Daniel Giraud Elliot,Animals,Animals -- Pictorial work,NA,6,23834,Dutch,2017-11-19
6001,The Busy Woman's Garden Book,Ida D. Bennett,Gardening,NA,NA,10,60344,English,2017-11-19
6002,"Studies in Greek Scenery, Legend and History",James George Frazer,Greece -- Description and travel,Greece -- Antiquities,NA,17,98840,English,2017-11-19
6003,"Old Virginia and Her Neighbours, Vol. 1 (of 2)",John Fiske,"United States -- History -- Colonial period, ca. 1600-1775","Maryland -- History -- Colonial period, ca. 1600-1775","Virginia -- History -- Colonial period, ca. 1600-1775",11,89162,English,2017-11-19
6004,Fossil Butterflies,Samuel Hubbard Scudder,"Butterflies, Fossil",NA,NA,6,40239,English,2017-11-19
6005,"Marsena, and Other Stories of the Wartime",Harold Frederic,"United States -- History -- Civil War, 1861-1865 -- Fiction",United States -- Social life and customs -- 19th century -- Fiction,NA,4,41409,English,2017-11-19
6006,One Thousand Ways to Make Money,Page Fox,Success,Business,"Formulas, recipes, etc.",224,17,English,2017-11-19
6007,The Sagamore of Saco,Elizabeth Oakes Prince Smith,Adventure stories,Algonquian Indians -- Fiction,Dime novels,7,46247,English,2017-11-20
6008,"Mirèio, a Provençal Poem",Frédéric Mistral,Occitan poetry -- Translations into English,NA,NA,33,42395,English,2017-11-19
6009,Marjorie in Command,Carolyn Wells,Family -- Juvenile fiction,Brothers and sisters -- Juvenile fiction,Babysitters -- Juvenile fiction,15,17,English,2017-11-19
6010,Las transformaciones de la sociedad argentina y sus consecuenci,s transformaciones de la sociedad argentina y sus consecuencias,Argentina -- Economic conditions,Argentina -- Social conditions,NA,11,39575,Spanish,2017-11-19
6011,Ein Sommer im Orient,Freiherr von Alexander Warsberg,Middle East -- Description and travel,NA,NA,7,134124,German,2017-11-20
6012,The Yankee and the Teuton in Wisconsin,Joseph Schafer,Wisconsin -- Social life and customs,Germans -- Wisconsin,NA,4,39965,English,2017-11-20
6013,The White Dove,William John Locke,Adultery -- Fiction,England -- Fiction,Man-woman relationships -- Fiction,10,72813,English,2017-11-20
6014,The Demagogue and Lady Phayre,William John Locke,England -- Fiction,Political fiction,Man-woman relationships -- Fiction,65,35024,English,2017-11-20
6015,Idols,William John Locke,London (England) -- Fiction,Man-woman relationships -- Fiction,Trials (Murder) -- Fiction,12,17,English,2017-11-20
6016,Memories of Old Montana,Con Price,Frontier and pioneer life -- Montana,NA,NA,22,46710,English,2017-11-20
6017,The Black Barque,T. Jenkins Hains,Historical fiction,Sea stories,African Americans -- Fiction,20,17,English,2017-11-20
6018,"Business Administration: Theory, Practice and Application. [Vol. 1] Busine","siness Administration: Theory, Practice and Application. [Vol. 1] Business",Business,Economics,Railroads -- United States,101,17,English,2017-11-21
6019,A Class-Book of Biblical History and Geography,H. S. Osborn,Bible -- History of Biblical events -- Textbooks,NA,NA,30,17,English,2017-11-21
6020,The Power of Truth: Individual Problems and Possibilities,William George Jordan,Conduct of life,NA,NA,34,21069,English,2017-11-21
6021,Poisonous Snakes of Texas and First Aid Treatment of Their Bites,John E. Werler,Poisonous snakes -- Venom -- Physiological effect,First aid in illness and injury,Poisonous snakes -- Texas,30,13063,English,2017-11-21
6022,"The Catholic World, Vol. 20, October 1874‐March 1875",Various,Catholic Church -- Periodicals,NA,NA,31,491241,English,2017-11-20
6023,Vienna 1683,Henry Elliot Malden,"Vienna (Austria) -- History -- Siege, 1683",NA,NA,16,24547,English,2017-11-21
6024,Kiljusen herrasväki satumaassa,Jalmari Finne,"Children's stories, Finnish",NA,NA,2,12862,Finnish,2017-11-21
6025,"Enyim, tied, övé (1. rész)",Mór Jókai,Hungarian fiction -- 19th century,NA,NA,1,66566,Hungarian,2017-11-22
6026,"Enyim, tied, övé (2. rész)",Mór Jókai,Hungarian fiction -- 19th century,NA,NA,0,62293,Hungarian,2017-11-22
6027,The Achievement of the British Navy in the World-War,John Leyland,Great Britain. Royal Navy,"World War, 1914-1918 -- Naval operations, British",NA,6,21721,English,2017-11-22
6028,The Romance of the Harem,Anna Harriette Leonowens,Thailand -- History -- 1782-1945 -- Fiction,NA,NA,34,85644,English,2017-11-22
6029,"""Erb""",W. Pett Ridge,Working class -- Fiction,London (England) -- Fiction,NA,5,69498,English,2017-11-22
6030,Koneiden ääressä: Romaani,Mikko Tervas,Factories -- Fiction,Oulu (Finland) -- Fiction,NA,1,17,Finnish,2017-11-22
6031,Kiljusen Plättä,Jalmari Finne,"Children's stories, Finnish",NA,NA,2,11715,Finnish,2017-11-22
6032,Paras vihollinen,Jean Webster,Orphans -- Fiction,NA,NA,4,51062,Finnish,2017-11-22
6033,"Old Virginia and Her Neighbours, Vol. 2 (of 2)",John Fiske,"United States -- History -- Colonial period, ca. 1600-1775","Maryland -- History -- Colonial period, ca. 1600-1775","Virginia -- History -- Colonial period, ca. 1600-1775",62,123387,English,2017-11-22
6034,Folklore of Scottish Lochs and Springs,James M. Mackinlay,Lakes -- Scotland -- Folklore,Springs -- Scotland -- Folklore,Holy wells,66,95618,English,2017-11-22
6035,"The Writings of Thomas Jefferson, Vol. 7 (of 9)",Thomas Jefferson,United States -- Politics and government -- 1775-1783,United States -- Politics and government -- 1783-1865,NA,29,240298,English,2017-11-23
6036,Inside the Lines,Earl Derr Biggers and Robert Welles Ritchie,"World War, 1914-1918 -- Fiction",Spy stories,NA,22,57487,English,2017-11-23
6037,Sorrow of War: Poems,Louis Golding,"World War, 1914-1918 -- Poetry",War poetry,NA,3,13005,English,2017-11-23
6038,Port Arthur: A Monster Heroism,Richard Barry,"Russo-Japanese War, 1904-1905","Lüshun (China) -- History -- Siege, 1904-1905",NA,12,17,English,2017-11-23
6039,Lincoln's Plan of Reconstruction,Charles H. McCarthy,"Lincoln, Abraham, 1809-1865","Reconstruction (U.S. history, 1865-1877)",United States -- Politics and government -- 1861-1865,13,183165,English,2017-11-23
6040,Memoirs of Mistral,Frédéric Mistral,"Mistral, Frédéric, 1830-1914",NA,NA,15,68409,English,2017-11-23
6041,The Inevitable Crimes of Celibacy,Thomas E. Watson,Catholic Church -- Controversial literature,Celibacy -- Catholic Church,NA,17,13481,English,2017-11-23
6042,"Discovery of the Yosemite, and the Indian War of 1851, Which Led to That Eve","scovery of the Yosemite, and the Indian War of 1851, Which Led to That Event",Indians of North America -- California,Yosemite Valley (Calif.),"Pacific Coast Indians, Wars with, 1847-1865",14,17,English,2017-11-24
6043,Rock-climbing in the English Lake District,Owen Glynne Jones,Mountaineering,Rock climbing -- England -- Lake District,Lake District (England) -- Description and travel,9,116920,English,2017-11-24
6044,Dulce Dueño,condesa de Emilia Pardo Bazán,Spanish fiction -- 20th century,NA,NA,17,66092,Spanish,2017-11-24
6045,Erzgebirgische Geschichten. Erster Band,August Peters,German fiction -- 19th century,Erzgebirge (Czech Republic and Germany) -- Fiction,NA,6,42860,German,2017-11-25
6046,The Story of Duciehurst: A Tale of the Mississippi,Mary Noailles Murfree,Mississippi River -- Fiction,NA,NA,1,118230,English,2017-11-25
6047,"Cabezas: Pensadores y Artistas, Políticos",Rubén Darío,"Authors, Latin American -- Biography",Latin America -- Biography,Spain -- Biography,16,17,Spanish,2017-11-25
6048,Jewish Portraits,Lady Katie Magnus,Jews -- Biography,Jews -- Charities,NA,12,39377,English,2017-11-25
6049,Cleopatra: A Study,Henry Houssaye,"Cleopatra, Queen of Egypt, -30 B.C.",Queens -- Egypt -- Biography,Egypt -- History -- 332-30 B.C. -- Biography,9,25472,English,2017-11-25
6050,Castillo de San Marcos,United States. National Park Service,Saint Augustine (Fla.) -- History,Saint Augustine (Fla.) -- Guidebooks,"Castillo de San Marcos National Monument (Saint Augustine, Fla.) -- Guidebooks",21,17856,English,2017-11-25
6051,"Colección de Documentos Inéditos Relativos al Descubrimiento, Conquista","lección de Documentos Inéditos Relativos al Descubrimiento, Conquista y",America -- Discovery and exploration -- Spanish,Spain -- Colonies,Latin America -- History -- Sources,31,119823,Spanish,2017-11-26
6052,Jääkärien jäljiltä: Kymmenen kertomusta,Jalmari Kara,"Short stories, Finnish",Finnish fiction -- 20th century,NA,2,17,Finnish,2017-11-26
6053,"The Day of Doom; Or, a Poetical Description of the Great and Last Judgeme","e Day of Doom; Or, a Poetical Description of the Great and Last Judgement",Judgment Day -- Poetry,NA,NA,291,17,English,2017-11-26
6054,"Les trois mousquetaires, Volume  1 (of 2)",Alexandre Dumas,Historical fiction,"France -- History -- Louis XIII, 1610-1643 -- Fiction",Adventure and adventurers -- Fiction,129,118018,French,2017-11-26
6055,Neitsyt Maarian lahja: ynnä muita legendoja,L. Onerva,"Short stories, Finnish",Finnish fiction -- 20th century,NA,3,17,Finnish,2017-11-27
6056,"The Young Circus Rider; or, the Mystery of Robert Rudd",Jr. Horatio Alger,Orphans -- Juvenile fiction,Circus -- Juvenile fiction,Inheritance and succession -- Juvenile fiction,15,46837,English,2017-11-27
6057,Hétfalusi csángó népmesék; Magyar népköltési gyüjtemény 10. kötet,Antal Horger,Tales -- Hungary,NA,NA,9,97220,Hungarian,2017-11-27
6058,"Lost in the Atlantic Valley; Or, Frank Reade, Jr., and His Wonder, the ""Dar","st in the Atlantic Valley; Or, Frank Reade, Jr., and His Wonder, the ""Dart""",Science fiction,Submarines (Ships) -- Fiction,American fiction -- 19th century,6,17,English,2017-11-27
6059,Old Crosses and Lychgates,Aymer Vallance,Crosses -- England,Crosses -- Wales,Lich-gates,15,39183,English,2017-11-27
6060,Presidential Problems,Grover Cleveland,United States -- Politics and government,NA,NA,19,55344,English,2017-11-27
6061,In Tamal Land,Helen Bingham,Marin County (Calif.) -- History,Marin County (Calif.) -- Description and travel,NA,7,17804,English,2017-11-27
6062,From Zone to Zone,Luis Senarens,Science fiction,American fiction -- 19th century,Adventure stories,10,28509,English,2017-11-28
6063,Oxford Mountaineering Essays,Arnold Lunn,Mountains,Mountaineering,Alps,10,41803,English,2017-11-28
6064,Der Luftpirat und sein lenkbares Luftschiff 1: Der Beherrscher der Lüf,r Luftpirat und sein lenkbares Luftschiff 1: Der Beherrscher der Lüfte,Science fiction,NA,NA,55,13019,German,2017-11-28
6065,Der Luftpirat und sein lenkbares Luftschiff 40: Die Empörung im Weltenfahrze,r Luftpirat und sein lenkbares Luftschiff 40: Die Empörung im Weltenfahrzeug,Science fiction,NA,NA,13,13245,German,2017-11-28
6066,Der Luftpirat und sein lenkbares Luftschiff 42: Im Todeskrater des neu,r Luftpirat und sein lenkbares Luftschiff 42: Im Todeskrater des neuen,Science fiction,NA,NA,16,13392,German,2017-11-28
6067,Der Luftpirat und sein lenkbares Luftschiff 56: Die Weltenfahrer auf dem Riese,r Luftpirat und sein lenkbares Luftschiff 56: Die Weltenfahrer auf dem Riesen-,Science fiction,NA,NA,15,17,German,2017-11-28
6068,Der Luftpirat und sein lenkbares Luftschiff 63: Die Schreckensreise d,r Luftpirat und sein lenkbares Luftschiff 63: Die Schreckensreise des,Science fiction,NA,NA,19,11639,German,2017-11-28
6069,Der Luftpirat und sein lenkbares Luftschiff 66: Das Weltenfahrzeug zwischen d,r Luftpirat und sein lenkbares Luftschiff 66: Das Weltenfahrzeug zwischen den,Science fiction,NA,NA,10,11994,German,2017-11-28
6070,"List of Post Offices in Canada, with the Names of the Postmasters ... 18","st of Post Offices in Canada, with the Names of the Postmasters ... 1873",Postal service -- Canada -- Guides,NA,NA,25,71172,English,2017-11-28
6071,"The Girl's Own Paper, Vol. XX. No. 997, February 4, 1899",Various,Children's literature -- Periodicals,NA,NA,8,22411,English,2017-11-28
6072,"La vie privée d'autrefois; Arts et métiers, modes, moeurs, usages des parisie"," vie privée d'autrefois; Arts et métiers, modes, moeurs, usages des parisiens",Paris (France) -- Social life and customs,NA,NA,17,43835,French,2017-11-28
6073,Captain Salt in Oz,Ruth Plumly Thompson,Oz (Imaginary place) -- Juvenile fiction,Fantasy fiction,Adventure stories,56,46272,English,2017-11-28
6074,"Pan-Worship, and Other Poems",Eleanor Farjeon,English poetry -- 20th century,NA,NA,11,10761,English,2017-11-28
6075,"Seneca's Morals of a Happy Life, Benefits, Anger and Clemency",Seneca,Ethics,Conduct of life,NA,444,17,English,2017-11-28
6076,"Travels in Southern Europe and the Levant, 1810-1817",C. R. Cockerell,Middle East -- Description and travel,Europe -- Description and travel,"Cockerell, C. R. (Charles Robert), 1788-1863",14,71787,English,2017-11-29
6077,Love Insurance,Earl Derr Biggers,Man-woman relationships -- Fiction,Fiancés -- Fiction,Insurance agents -- Fiction,18,63867,English,2017-11-29
6078,"Notes Geographical and Historical, Relating to the Town of Brooklyn in Kin","tes Geographical and Historical, Relating to the Town of Brooklyn in Kings","Brooklyn (New York, N.Y.) -- History",NA,NA,9,32685,English,2017-11-29
6079,Handy Mandy in Oz,Ruth Plumly Thompson,Oz (Imaginary place) -- Juvenile fiction,Fantasy fiction,NA,26,34331,English,2017-11-29
6080,The Fever of Life,Fergus Hume,England -- Fiction,Mothers and daughters -- Fiction,Murder -- Investigation -- Fiction,9,89864,English,2017-11-29
6081,A Traitor in London,Fergus Hume,London (England) -- Fiction,"South African War, 1899-1902 -- Fiction",NA,7,90038,English,2017-11-29
6082,Dream-Songs for the Belovèd,Eleanor Farjeon,English poetry -- 20th century,NA,NA,11,7425,English,2017-11-29
6083,"De Soto, Coronado, Cabrillo: Explorers of the Northern Mystery",David Lavender,"Soto, Hernando de, approximately 1500-1542",America -- Discovery and exploration -- Spanish,"Coronado, Francisco Vásquez de, 1510-1554",60,31493,English,2017-11-30
6084,Catharine de Bora: Social and Domestic Scenes in the Home of Luther,Morris,"Luther, Katharina von Bora, 1499-1552","Luther, Martin, 1483-1546",NA,9,23619,English,2017-11-30
6085,The Silver Princess in Oz,Ruth Plumly Thompson,Oz (Imaginary place) -- Juvenile fiction,Fantasy fiction,NA,45,34474,English,2017-11-30
6086,Tunisias,János László Pyrker,Poetry,NA,NA,7,74577,German,2017-11-30
6087,In Queer Street,Fergus Hume,Inheritance and succession -- Fiction,England -- Fiction,Murder -- Investigation -- Fiction,13,17,English,2017-11-30
6088,John Marshall,James Bradley Thayer,"Marshall, John, 1755-1835",NA,NA,6,17,English,2017-11-30
6089,An American Diplomat in China,Paul S. Reinsch,"China -- History -- Republic, 1912-1949",China -- Politics and government,"World War, 1914-1918 -- China",30,123364,English,2017-11-30
6090,"Woman's Profession as Mother and Educator, with Views in Opposition to Wom","man's Profession as Mother and Educator, with Views in Opposition to Woman",Women -- Suffrage,Women -- Education,NA,41,44877,English,2017-11-30
6091,Kuvaelmia itä-suomalaisten vanhoista tavoista 1: Joulun vietto,Johannes Häyhä,Seasons -- Russia (Federation) -- Karelia -- Folklore,Finns -- Russia (Federation) -- Karelia -- Folklore,Karelia (Russia) -- Social life and customs,7,17,Finnish,2017-11-30
6092,Kuvaelmia itä-suomalaisten vanhoista tavoista 2: Maahanpanijaiset,Johannes Häyhä,Finns -- Russia (Federation) -- Karelia -- Folklore,Karelia (Russia) -- Social life and customs,Families -- Russia (Federation) -- Karelia -- Folklore,3,17,Finnish,2017-11-30
6093,Kuvaelmia itä-suomalaisten vanhoista tavoista 3: Kylänluvut,Johannes Häyhä,Finns -- Russia (Federation) -- Karelia -- Folklore,Karelia (Russia) -- Social life and customs,Families -- Russia (Federation) -- Karelia -- Folklore,3,13104,Finnish,2017-11-30
6094,Allegheny Episodes,Henry W. Shoemaker,Legends -- Pennsylvania,NA,NA,22,88798,English,2017-11-30
6095,Janus in Modern Life,W. M. Flinders Petrie,Progress,Civilization,NA,10,30931,English,2017-12-01
6096,The Gallery of Portraits: with Memoirs. Volume 7 (of 7),Arthur Thomas Malkin,Biography,NA,NA,8,17,English,2017-12-01
6097,The Ranch Girls at Boarding School,Margaret Vandercook,Schools -- Juvenile fiction,Friendship -- Juvenile fiction,Girls -- Juvenile fiction,15,56285,English,2017-12-01
6098,Drei Erzählungen für junge Mädchen,Clementine Helm,"Children's stories, German",NA,NA,19,86397,German,2017-12-01
6099,"The Review, Vol. 1, No. 2, February 1911",Various,Prisons -- Periodicals,NA,NA,4,17,English,2017-12-01
6100,"Ten years of missionary work among the Indians at Skokomish, Washingt","n years of missionary work among the Indians at Skokomish, Washington",Missions -- Washington (State),Twana Indians -- Missions,Clallam Indians -- Missions,1,51675,English,2017-12-01
6101,Sweet Rocket,Mary Johnston,Supernatural -- Fiction,Virginia -- Fiction,Mysticism -- Fiction,8,43447,English,2017-12-01
