,Title,Author,Subject1,Subject2,Subject3,Num_Downloads,Word_Count,Language,Release_Date
678,"Histoire de la Révolution française, Tome 04",Adolphe Thiers,"France -- History -- Revolution, 1789-1799",NA,NA,7,88618,French,2004-01-01
679,The Story of the Other Wise Man,Henry Van Dyke,Christmas stories,Jesus Christ -- Fiction,Christian fiction,138,8995,English,2004-01-01
680,La Bretagne. Paysages et Récits.,Eugène Loudun,Brittany (France) -- Description and travel,Brittany (France) -- Folklore,NA,9,62298,French,2004-01-01
681,Roget's Thesaurus of English Words and Phrases,Peter Mark Roget,English language -- Synonyms and antonyms,NA,NA,961,567027,English,2004-04-01
682,Les chasseurs de chevelures,Mayne Reid,Frontier and pioneer life -- New Mexico -- Juvenile fiction,New Mexico -- Social life and customs -- 19th century -- Juvenile fiction,NA,20,123848,French,2004-01-01
683,Lettre à l'Empereur Alexandre sur la traite des noirs,William Wilberforce,Slave trade,NA,NA,3,25397,French,2004-01-01
684,A History of Freedom of Thought,J. B. Bury,Free thought -- History,Rationalism -- History,NA,165,53952,English,2004-01-01
685,Curiosités Infernales,P. L. Jacob,Folklore,Demonology,Witchcraft,16,17,French,2004-01-01
686,Tine,Herman Bang,War stories,"Schleswig-Holstein War, 1864 -- Fiction",NA,19,47069,Danish,2004-01-01
687,Tartarin de Tarascon,Alphonse Daudet,Algeria -- Fiction,Lion hunting -- Fiction,NA,52,58362,French,2004-01-01
688,"The Camp Fire Girls at Camp Keewaydin; Or, Paddles Down",Hildegard G. Frey,Camps -- Juvenile fiction,Camp Fire Girls -- Juvenile fiction,NA,3,54370,English,2004-01-01
689,La Cour de Louis XIV,Imbert de Saint-Amand,France -- Court and courtiers,"France -- History -- Louis XIV, 1643-1715",NA,24,17,French,2004-01-01
690,"A Desperate Chance; Or, The Wizard Tramp's Revelation, a Thrilling Narrati","Desperate Chance; Or, The Wizard Tramp's Revelation, a Thrilling Narrative",Young men -- Fiction,Adventure stories,Tramps -- Fiction,19,19005,English,2004-01-01
691,Select Speeches of Kossuth,Lajos Kossuth,Hungary -- History,NA,NA,9,17,English,2004-01-01
692,A Life of Gen. Robert E. Lee,John Esten Cooke,"United States -- History -- Civil War, 1861-1865 -- Campaigns","Lee, Robert E. (Robert Edward), 1807-1870","United States -- History -- Civil War, 1861-1865 -- Biography",11,17,English,2004-01-01
693,"A Political Diary, 1828-1830, Volume II",Earl of Edward Law Ellenborough,Great Britain -- Politics and government -- 1820-1830,NA,NA,5,112474,English,2004-01-01
694,Sea-Power and Other Studies,Sir Cyprian Bridge,Sea-power,Naval art and science,Great Britain. Royal Navy -- History,12,78923,English,2004-01-01
695,"The Atlantic Monthly, Volume 03, No. 15, January, 1859",Various,American periodicals,NA,NA,4,92365,English,2004-01-01
696,The Danger Trail,James Oliver Curwood,Hudson Bay Railway -- Fiction,Northwest Territories -- Fiction,NA,13,17,English,2004-01-01
697,Discours sur la nécessité et les moyens de détruire l'esclavage dans l,scours sur la nécessité et les moyens de détruire l'esclavage dans les,Slavery -- France -- Colonies,France -- Colonies -- History,NA,62,7456,French,2004-01-01
698,"The Aeroplane Boys on the Wing; Or, Aeroplane Chums in the Tropics",Langworthy,Aeronautics -- Juvenile fiction,NA,NA,13,17,English,2004-01-01
699,Character Writings of the Seventeenth Century,Henry Morley,English literature,Characters and characteristics in literature,NA,20,165757,English,2004-01-01
700,The History of England from the First Invasion,the Romans to the Accession of,Great Britain -- History,NA,NA,20,213054,English,2004-01-01
701,"The History of Rome, Book I",Theodor Mommsen,Rome -- History,NA,NA,114,17,English,2006-06-01
702,"The History of Rome, Book II",Theodor Mommsen,Rome -- History,NA,NA,15,105715,English,2006-06-01
703,"The History of Rome, Book III",Theodor Mommsen,Rome -- History,NA,NA,29,17,English,2004-05-01
704,"The History of Rome, Book IV",Theodor Mommsen,Rome -- History,NA,NA,21,17,English,2004-09-13
705,"The History of Rome, Book V",Theodor Mommsen,Rome -- History,NA,NA,34,262424,English,2004-09-13
706,The History of Rome (Volumes 1-5),Theodor Mommsen,Rome -- History,NA,NA,153,17,English,2005-03-16
707,A Christmas Mystery: The Story of Three Wise Men,William John Locke,Christmas stories,NA,NA,21,5030,English,2004-01-01
708,Miscellaneous Essays,Thomas De Quincey,Essays,NA,NA,368,17,English,2004-01-01
709,Prince Zaleski,M. P. Shiel,Private investigators -- England -- Fiction,"Detective and mystery stories, English",NA,32,32478,English,2004-01-01
710,Problems of Poverty: An Inquiry into the Industrial Condition of the Poor,Hobson,Poor -- Great Britain,Working class -- Great Britain,Sweatshops -- Great Britain,22,67346,English,2004-01-01
711,"Punch, or the London Charivari, Volume 153, October 3, 1917",Various,English wit and humor -- Periodicals,NA,NA,4,17,English,2004-01-01
712,"White Jacket; Or, The World on a Man-of-War",Herman Melville,Sea stories,Sailors -- Fiction,Naval discipline -- Fiction,138,17,English,2004-01-01
713,The Bullitt Mission to Russia,William C. Bullitt,Paris Peace Conference (1919-1920). Russia,United States -- Foreign relations -- Soviet Union,Soviet Union -- Foreign relations -- United States,8,17,English,2004-08-02
714,The Essays of Arthur Schopenhauer; The Art of Literature,Arthur Schopenhauer,Literature -- Philosophy,NA,NA,172,37568,English,2004-01-01
715,The Essays of Arthur Schopenhauer; Counsels and Maxims,Arthur Schopenhauer,Conduct of life,Maxims,NA,317,46369,English,2004-01-01
716,The Epic,Lascelles Abercrombie,Epic poetry -- History and criticism,NA,NA,26,22075,English,2004-01-01
717,The Extant Odes of Pindar,Pindar,Pindar -- Translations into English,"Laudatory poetry, Greek -- Translations into English",Olympic games (Ancient) -- Poetry,80,17,English,2004-01-01
718,The House of Whispers,William Le Queux,Castles -- Fiction,Mystery fiction,Perthshire (Scotland) -- Fiction,23,17,English,2004-01-01
719,"The Mirror of Literature, Amusement, and Instruction. Volume 12, No. 34","e Mirror of Literature, Amusement, and Instruction. Volume 12, No. 345,",Popular literature -- Great Britain -- Periodicals,NA,NA,4,13104,English,2004-01-01
720,Doctor Pascal,Émile Zola,France -- Social life and customs -- 19th century -- Fiction,NA,NA,48,119514,English,2004-01-01
721,"Punch, or the London Charivari, Volume 153, October 10, 1917",Various,English wit and humor -- Periodicals,NA,NA,2,17,English,2004-01-01
722,Plays,Aleksandr Nikolaevich Ostrovsky,Russian drama -- Translations into English,NA,NA,33,75058,English,2004-01-01
723,Betty's Bright Idea; Deacon Pitkin's Farm; and the First Christmas of N,tty's Bright Idea; Deacon Pitkin's Farm; and the First Christmas of New,Christmas stories,New England -- Social life and customs -- Fiction,NA,28,17,English,2004-01-01
724,The Store Boy,Jr. Horatio Alger,Conduct of life -- Juvenile fiction,Adventure and adventurers -- Juvenile fiction,Mystery and detective stories,19,45620,English,2004-01-01
725,The Centralia Conspiracy,Ralph Chaplin,Industrial Workers of the World,Lumber trade -- Washington (State),"Centralia Massacre, Centralia, Wash., 1919",10,37133,English,2004-01-01
726,"Outlines of Lessons in Botany, Part I; from Seed to Leaf",Jane Newell Moore,Botany -- Juvenile literature,NA,NA,38,27047,English,2004-01-01
727,A Set of Rogues,Frank Barrett,English fiction,Impostors and imposture -- Fiction,Adventure and adventurers -- Fiction,20,17,English,2004-01-01
728,"Christie, the King's Servant",Mrs. O. F. Walton,Christian life -- Juvenile fiction,Conduct of life -- Juvenile fiction,NA,5,17,English,2004-01-01
729,"Jack's Ward; Or, The Boy Guardian",Jr. Horatio Alger,Conduct of life -- Juvenile fiction,Kidnapping -- Juvenile fiction,Foundlings -- Juvenile fiction,27,17,English,2004-01-01
730,"The Mirror of Literature, Amusement, and Instruction. Volume 12, No. 3","e Mirror of Literature, Amusement, and Instruction. Volume 12, No. 344",Popular literature -- Great Britain -- Periodicals,NA,NA,6,13333,English,2004-01-01
731,The Essays of Arthur Schopenhauer; the Art of Controversy,Arthur Schopenhauer,Logic,Debates and debating,NA,160,29905,English,2004-01-01
732,The Essays of Arthur Schopenhauer; Studies in Pessimism,Arthur Schopenhauer,Pessimism,NA,NA,613,17,English,2004-01-01
733,Studies in Civics,J. T. McCleary,"United States -- Politics and government -- Handbooks, manuals, etc.",NA,NA,11,118616,English,2004-01-01
734,"A Collection of Old English Plays, Volume 3",A. H. Bullen,"English drama -- Early modern and Elizabethan, 1500-1600",NA,NA,10,84534,English,2004-01-01
735,Christmas Eve on Lonesome and Other Stories,Jr. John Fox,Mountain life -- Fiction,Cumberland Mountains -- Fiction,Kentucky -- Social life and customs -- Fiction,17,19468,English,2004-01-01
736,Children of the Frost,Jack London,Indians of North America -- Fiction,"Short stories, American",Adventure stories,167,50313,English,2004-01-01
737,Book about Animals,Rufus Merrill,Animals -- Juvenile literature,NA,NA,76,870,English,2004-01-01
738,"Mahomet, Founder of Islam",Gladys M. Draycott,Islam,"Muhammad, Prophet, -632",NA,35,17,English,2004-01-01
739,The Essays of Arthur Schopenhauer; On Human Nature,Arthur Schopenhauer,Ethics,Political science,NA,198,17,English,2004-01-01
740,The Way of Peace,James Allen,Conduct of life,Meditations,New Thought,180,17,English,2004-01-01
741,The Essays of Arthur Schopenhauer: the Wisdom of Life,Arthur Schopenhauer,Conduct of life,Maxims,NA,493,38212,English,2004-01-01
742,The Picture Alphabet,Oliver Spafford,Alphabet books,Picture books for children,NA,38,17,English,2004-01-01
743,Moonfleet,John Meade Falkner,England -- Fiction,Adventure stories,Smugglers -- Fiction,193,17,English,2004-01-01
744,"Men, Women, and Ghosts",Elizabeth Stuart Phelps,"Ghost stories, American",United States -- Social life and customs -- 19th century -- Fiction,NA,23,17,English,2004-01-01
745,The Story of the Champions of the Round Table,Howard Pyle,"Arthur, King -- Legends",Arthurian romances -- Adaptations,Knights and knighthood -- Folklore,89,125077,English,2004-01-01
746,Boule de Suif,Guy de Maupassant,France -- Social life and customs -- Fiction,"Short stories, French",NA,220,17,French,2004-01-01
747,Chantecler: Play in Four Acts,Edmond Rostand,Birds -- Drama,Roosters -- Drama,NA,11,17,English,2004-01-01
748,The World's Greatest Books — Volume 03 — Fiction,J. A. Hammerton and Arthur Mee,Fiction,NA,NA,145,106860,English,2004-01-01
749,The Circus Procession,Unknown,Animals -- Juvenile poetry,Picture books for children,Circus -- Juvenile poetry,44,637,English,2004-01-01
750,"The Miracle, and Other Poems",Virna Sheard,Canadian poetry,NA,NA,2,12878,English,2004-01-01
751,"Oregon, Washington and Alaska; Sights and Scenes for the Tourist",E. L. Lomax,Alaska -- Description and travel,Oregon -- Description and travel,Washington (State) -- Description and travel,14,20488,English,2004-01-01
752,Мислите в главите,Harry Stojan,Fiction,NA,NA,31,46684,Bulgarian,2004-01-01
753,Open Source Democracy: How online communication is changing offline politi,en Source Democracy: How online communication is changing offline politics,Democracy,Information society,Information society -- Political aspects,15,17,English,2004-01-01
754,Little Sarah,Unknown,"Wit and humor, Juvenile",Grandmothers -- Juvenile poetry,"Nonsense verses, American",22,17,English,2004-01-01
755,The Broken Road,A. E. W. Mason,Imperialism -- Fiction,"India -- History -- British occupation, 1765-1947 -- Fiction",British -- India -- Fiction,19,97643,English,2004-01-01
756,Between Whiles,Helen Hunt Jackson,Fiction,Short stories,NA,13,57366,English,2004-01-01
757,Pretty Saro,Roger McGuinn,"Folk songs, English -- United States",Folk music -- United States,NA,12,34,English,2004-01-01
758,Star-Spangled Banner,Roger McGuinn,National songs -- United States,NA,NA,34,175,English,2004-01-01
759,Tarrytown,Roger McGuinn,"Folk songs, English -- United States",NA,NA,15,17,English,2004-01-01
760,A Florida Sketch-Book,Bradford Torrey,Florida -- Description and travel,Birds -- Florida,NA,5,47409,English,2004-01-01
761,Essays of Robert Louis Stevenson,Robert Louis Stevenson,Essays,NA,NA,75,54087,English,2004-01-01
762,Impressions of Theophrastus Such,George Eliot,Authors -- Fiction,England -- Fiction,Character sketches,64,58187,English,2004-01-01
763,It Can Be Done: Poems of Inspiration,St. Clair Adams and Joseph Morris,English poetry,American poetry,NA,55,62786,English,2004-01-01
764,Lettres écrites d'Égypte et de Nubie en 1828 et 1829,Jean-François Champollion,Egypt -- Antiquities,Egypt -- Description and travel,"Champollion, Jean-François, 1790-1832",52,89310,French,2004-01-01
765,Thrilling Adventures by Land and Sea,James O. Brayman,Adventure and adventurers,NA,NA,12,98784,English,2004-01-01
766,Enquire Within Upon Everything,Robert Kemp Philp,"Handbooks, vade-mecums, etc.",NA,NA,115,42450,English,2004-01-01
767,Courage,J. M. Barrie,Courage,NA,NA,16,17,English,2004-01-01
768,L'égyptologie,G. Maspero,Egyptology -- History,Egyptology -- Bibliography,NA,15,11584,French,2004-01-01
769,A Wanderer in Florence,E. V. Lucas,Art -- Italy -- Florence,Florence (Italy) -- Description and travel,NA,5,112689,English,2004-01-01
770,The Former Philippines Thru Foreign Eyes,"Comyn, Jagor, Virchow, and Wilkes",Philippines,NA,NA,170,223626,English,2004-01-01
771,Philippine Folklore Stories,John Maurice Miller,Folklore -- Philippines,"Folk literature, Philippine",NA,73,11706,English,2004-01-01
772,Inca Land: Explorations in the Highlands of Peru,Hiram Bingham,Incas,Peru -- Description and travel,Peru -- Antiquities,112,94386,English,2004-01-01
773,Ancient and Modern Physics,Thomas Edgar Willson,Physics -- Philosophy,NA,NA,47,22292,English,2004-01-01
774,Récits d'un soldat: Une armée prisonnière; Une campagne devant Paris,Achard,"Franco-Prussian War, 1870-1871 -- Fiction",NA,NA,26,17,French,2004-01-01
775,Le Horla,Guy de Maupassant,"Short stories, French",French fiction -- 19th century,NA,263,41212,French,2004-01-01
776,"The Moving Picture Boys at Panama; Or, Stirring Adventures Along the Great Can","e Moving Picture Boys at Panama; Or, Stirring Adventures Along the Great Canal",Adventure and adventurers -- Juvenile fiction,Motion pictures -- Production and direction -- Juvenile fiction,Panama Canal (Panama) -- History -- Juvenile fiction,14,43143,English,2004-01-01
777,Probable Sons,Amy Le Feuvre,England -- Fiction,Christian life -- Fiction,Uncles -- Fiction,12,21572,English,2004-01-01
778,The Prose Marmion: A Tale of the Scottish Border,Jenkins and Scott,"Flodden, Battle of, England, 1513 -- Juvenile fiction",NA,NA,10,17,English,2004-01-01
779,Happy Little Edward,Unknown,Children's stories,Boys -- Conduct of life -- Juvenile fiction,Country life -- Juvenile fiction,3,1978,English,2004-01-01
780,Only an Incident,Grace Denio Litchfield,City and town life -- Fiction,Young women -- Fiction,Man-woman relationships -- Fiction,3,17,English,2004-01-01
781,Deserted,W. W. Jacobs,"Humorous stories, English",England -- Social life and customs -- Fiction,NA,6,17,English,2004-01-01
782,Homeward Bound,W. W. Jacobs,"Humorous stories, English",England -- Social life and customs -- Fiction,NA,5,4017,English,2004-01-01
783,Self-Help,W. W. Jacobs,"Humorous stories, English",England -- Social life and customs -- Fiction,NA,41,17,English,2004-01-01
784,Sentence Deferred,W. W. Jacobs,"Humorous stories, English",England -- Social life and customs -- Fiction,NA,5,3969,English,2004-01-01
785,Matrimonial Openings,W. W. Jacobs,"Humorous stories, English",England -- Social life and customs -- Fiction,NA,3,17,English,2004-01-01
786,Odd Man Out,W. W. Jacobs,"Humorous stories, English",England -- Social life and customs -- Fiction,NA,1,4014,English,2004-01-01
787,The Toll-House,W. W. Jacobs,"Humorous stories, English",England -- Social life and customs -- Fiction,NA,26,17,English,2004-01-01
788,Peter's Pence,W. W. Jacobs,"Humorous stories, English",England -- Social life and customs -- Fiction,NA,2,4359,English,2004-01-01
789,The Head of the Family,W. W. Jacobs,"Humorous stories, English",England -- Social life and customs -- Fiction,NA,5,4120,English,2004-01-01
790,Prize Money,W. W. Jacobs,"Humorous stories, English",England -- Social life and customs -- Fiction,NA,4,4162,English,2004-01-01
791,Double Dealing,W. W. Jacobs,"Humorous stories, English",England -- Social life and customs -- Fiction,NA,3,3461,English,2004-01-01
792,Keeping Up Appearances,W. W. Jacobs,"Humorous stories, English",England -- Social life and customs -- Fiction,NA,2,3732,English,2004-01-01
793,Sailors' Knots (Entire Collection),W. W. Jacobs,"Humorous stories, English",England -- Social life and customs -- Fiction,NA,74,46674,English,2004-01-01
794,Dahcotah: Life and Legends of the Sioux Around Fort Snelling,Mary H. Eastman,Dakota Indians -- Folklore,Dakota Indians -- History,Dakota Indians -- Social life and customs,15,17,English,2004-01-01
795,Yorkshire—Coast and Moorland Scenes,Gordon Home,Yorkshire (England) -- Description and travel,NA,NA,21,25454,English,2004-01-01
796,The Story of the Two Bulls,John R. Bolles,Children's poetry,"Wit and humor, Juvenile",Bulls -- Juvenile poetry,7,1555,English,2004-01-01
797,The Wits and Beaux of Society. Volume 2,Mrs. A. T. Thomson and Philip Wharton,Great Britain -- Court and courtiers -- History -- 18th century,Great Britain -- Social life and customs -- 18th century,Socialites -- Great Britain -- History -- 18th century,22,93986,English,2004-01-01
798,Paths of Glory: Impressions of War Written at and Near the Front,Irvin S. Cobb,"World War, 1914-1918 -- Personal narratives","World War, 1914-1918 -- Campaigns -- Western Front",NA,15,17,English,2004-01-01
799,Clarissa Harlowe; or the history of a young lady — Volume 5,Samuel Richardson,England -- Fiction,Psychological fiction,Epistolary fiction,74,105455,English,2004-01-01
800,The Anatomy of Melancholy,Robert Burton,Melancholy -- Early works to 1800,NA,NA,1492,544317,English,2004-01-01
801,"The Literary Remains of Samuel Taylor Coleridge, Volume 4",Coleridge,Literature -- History and criticism,NA,NA,32,110721,English,2004-01-01
802,"Project Gutenberg ""10K"" DVD",Project Gutenberg,NA,NA,NA,171,6,English,2004-02-01
803,A General History and Collection of Voyages and Travels — Volume 02,Robert Kerr,Voyages and travels,NA,NA,81,223190,English,2004-01-01
804,The Fortunate Foundlings,Eliza Fowler Haywood,English fiction -- 18th century,NA,NA,14,101703,English,2004-01-01
805,Count the Cost,David Daggett,Constitutional law -- Connecticut,Connecticut -- Politics and government -- 1775-1865,NA,4,11037,English,2004-01-01
806,The Sword of Welleran and Other Stories,Lord Dunsany,"Fantasy fiction, English",NA,NA,120,33721,English,2004-01-01
807,The Constitutional History of England from 1760 to 1860,Charles Duke Yonge,Constitutional history -- Great Britain,"Great Britain -- History -- George III, 1760-1820",Great Britain -- History -- 19th century,18,177191,English,2004-01-01
808,Consumers' Cooperative Societies in New York Sta,nsumers' Cooperative Societies in New York State,Consumer cooperatives --New York (State),NA,NA,8,7058,English,2004-01-01
809,"Why We Are at War (2nd Edition, revise","y We Are at War (2nd Edition, revised)","World War, 1914-1918",NA,NA,19,71909,English,2004-01-01
810,The Young Trail Hunters,Samuel Woodworth Cozzens,Indians of North America -- Juvenile fiction,Great Plains -- Juvenile fiction,Frontier and pioneer life -- Juvenile fiction,8,17,English,2004-01-01
811,De La Salle Fifth Reader,Christian Brothers,Readers,NA,NA,30,53634,English,2004-01-01
812,The Worshipper of the Image,Richard Le Gallienne,Fiction,NA,NA,16,18589,English,2004-01-01
813,A Versailles Christmas-Tide,Mary Stuart Boyd,Versailles (France) -- Description and travel,"Boyd, Mary Stuart -- Travel -- France",NA,22,17,English,2004-01-01
814,"Legends, Tales and Poems",Gustavo Adolfo Bécquer,Spanish language -- Readers,NA,NA,242,0,English,2004-01-01
815,"A Compilation of the Messages and Papers of the Presidents. Volume 4, part ","Compilation of the Messages and Papers of the Presidents. Volume 4, part 1:",United States -- Politics and government,United States -- History -- Sources,Presidents -- United States,10,14185,English,2004-01-01
816,"The Giant Hands; or, the Reward of Industry",Alfred Crowquill,Fairy tales,Conduct of life -- Juvenile fiction,Mothers and sons -- Juvenile fiction,8,17,English,2004-01-01
817,Anne Severn and the Fieldings,May Sinclair,Country life -- England -- Fiction,Domestic fiction,NA,9,17,English,2004-01-01
818,Sport and Work on the Nepaul Frontier,James Inglis,"Inglis, James, 1845-1908",Hunting -- India -- Bihar,Hunting -- Nepal,24,108057,English,2004-01-01
819,De kleine Johannes,Frederik van Eeden,Dutch fiction,NA,NA,35,17,Dutch,2004-01-01
820,Een liefde,Lodewijk van Deyssel,Fiction,NA,NA,33,116643,Dutch,2004-01-01
821,Manfredo,Baron George Gordon Byron Byron,Drama,NA,NA,12,15804,Spanish,2004-01-01
822,El paraiso de las mujeres,Vicente Blasco Ibáñez,Women -- Fiction,Engineers -- Fiction,Spanish fiction -- 20th century,18,89790,Spanish,2004-01-01
823,Reise durch England und Schottland,Johanna Schopenhauer,Great Britain -- Description and travel,NA,NA,31,17,German,2004-01-01
824,Un tournoi à Romans en 1484,Ulysse Chevalier,"Tournaments, Medieval -- France",NA,NA,11,9356,French,2004-02-01
825,La Navidad en las Montañas,Ignacio Manuel Altamirano,Christmas stories,NA,NA,48,17,Spanish,2004-01-01
826,The Book-Bills of Narcissus,Richard Le Gallienne,Fiction,NA,NA,18,30121,English,2004-01-01
827,Discourses on the First Decade of Titus Livius,Niccolò Machiavelli,Political science -- Early works to 1800,Livy. Ab urbe condita,Rome -- Historiography,451,140777,English,2004-01-01
828,"Roman History, Books I-III",Livy,Rome -- History,NA,NA,112,109625,English,2004-01-01
829,Ludvigsbakke,Herman Bang,Young women -- Fiction,Man-woman relationships -- Fiction,Nurses -- Fiction,10,75917,Danish,2004-01-01
830,Cinderella,Henry W. Hewet,Fairy tales,NA,NA,117,17,English,2004-01-01
831,The Village in the Mountains; Conversion of Peter Bayssière; and History of,e Village in the Mountains; Conversion of Peter Bayssière; and History of a,Bible -- Publication and distribution,NA,NA,4,23409,English,2004-01-01
832,"Carnacki, the Ghost Finder",William Hope Hodgson,"Horror tales, English",NA,NA,142,17,English,2004-01-01
833,"The Essays of Arthur Schopenhauer; Religion, a Dialogue, Etc.",Schopenhauer,Religion,Philosophy,NA,145,29386,English,2004-01-01
834,The History of Insects,Unknown,Insects -- Juvenile literature,NA,NA,103,2361,English,2004-01-01
835,"Dr. Johnson's Works: Life, Poems, and Tales, Volume 1",Samuel Johnson,Poetry,Fiction,"Johnson, Samuel, 1709-1784",18,144203,English,2004-01-01
836,The Algebra of Logic,Louis Couturat,"Logic, Symbolic and mathematical",Algebraic logic,NA,112,36076,English,2004-01-01
837,The Soul of Democracy,Edward Howard Griggs,Democracy,"World War, 1914-1918 -- Influence",NA,1,26828,English,2004-01-01
838,"The Mirror of Literature, Amusement, and Instruction. Volume 13, No. 35","e Mirror of Literature, Amusement, and Instruction. Volume 13, No. 350,",Popular literature -- Great Britain -- Periodicals,NA,NA,9,12531,English,2004-01-01
839,Sugar and Spice: Comical Tales Comically Dressed,James Johnson,Children's poetry,Conduct of life -- Juvenile fiction,Children's stories,11,17,English,2004-01-01
840,The Explorers of Australia and their Life-work,Ernest Favenc,Australia -- Discovery and exploration,Explorers,NA,28,17,English,2004-01-01
841,L'archéologie égyptienne,G. Maspero,Egypt -- Antiquities,Art -- Egypt,NA,61,17,French,2004-01-01
842,"The Life of Captain James Cook, the Circumnavigator",Arthur Kitson,"Cook, James, 1728-1779",Explorers -- Great Britain -- Biography,Geographers -- Great Britain -- Biography,24,17,English,2004-01-01
843,The Mental Life of Monkeys and Apes: A Study of Ideational Behavior,Yerkes,Animal intelligence,Primates -- Psychology,Mammals -- Psychology,5,17,English,2004-01-01
844,A Gentleman from Mississippi,"Rhodes, Toombs, and Wise",Political fiction,Legislators -- United States -- Fiction,NA,4,43755,English,2004-01-01
845,"The Mirror of Literature, Amusement, and Instruction. Volume 12, No. 33","e Mirror of Literature, Amusement, and Instruction. Volume 12, No. 332,",Popular literature -- Great Britain -- Periodicals,NA,NA,5,17,English,2004-01-01
846,Seekers after God,F. W. Farrar,"Marcus Aurelius, Emperor of Rome, 121-180","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D. -- Religion",Epictetus,33,85965,English,2004-01-01
847,The Maids Tragedy,Francis Beaumont and John Fletcher,Tragedies,Revenge -- Drama,Kings and rulers -- Drama,63,28973,English,2004-01-01
848,"Natalie; Or, A Gem Among the Sea-Weeds",Emma V. Hallett,Christian life -- Fiction,Foundlings -- Fiction,Nantucket Island (Mass.) -- Fiction,7,64873,English,2004-01-01
849,Saved at Sea,Mrs. O. F. Walton,Christian life -- Juvenile fiction,Islands -- Juvenile fiction,Shipwrecks -- Juvenile fiction,46,14770,English,2004-01-01
850,"Philaster; Or, Love Lies a Bleeding",Francis Beaumont and John Fletcher,Love -- Drama,Sicily (Italy) -- Drama,English drama,50,36826,English,2004-01-01
851,The Works of Charles and Mary Lamb — Volume 6,Charles Lamb and Mary Lamb,"Authors, English -- 19th century -- Correspondence","Lamb, Charles, 1775-1834","Lamb, Mary, 1764-1847 -- Correspondence",14,168487,English,2004-01-01
852,Hardy Ornamental Flowering Trees and Shrubs,Angus D. Webster,Flowering trees,Flowering shrubs,NA,43,51654,English,2004-01-01
853,Our Gift,Teachers of the School Street Universalist Sunday School. Boston,Children's poetry,Children's stories,Christian life -- Juvenile literature,4,23091,English,2004-01-01
854,"The Atlantic Monthly, Volume 06, No. 36, October, 1860",Various,American periodicals,NA,NA,2,85880,English,2004-01-01
855,Is Mars habitable? A critical examination of Professor Percival Lowell's bo, Mars habitable? A critical examination of Professor Percival Lowell's book,"Lowell, Percival, 1855-1916. Mars and its canals",Mars (Planet),NA,11,25488,English,2004-01-01
856,A Narrative of the Siege of Delhi,Charles John Griffiths,"Delhi (India) -- History -- Siege, 1857",Firozpur (India) -- Politics and government,"India -- History -- Sepoy Rebellion, 1857-1858",18,17,English,2004-01-01
857,My Native Land,James Cox,Indians of North America,United States -- Description and travel,United States -- Social life and customs -- 1865-1918,13,102468,English,2004-01-01
858,"A Compilation of the Messages and Papers of the Presidents. Volume 2, part ","Compilation of the Messages and Papers of the Presidents. Volume 2, part 3:",United States -- Politics and government,"Jackson, Andrew, 1767-1845",United States -- History -- Sources,14,106854,English,2004-01-01
859,Paul and Virginia from the French of J.B.H. de Saint Pierre,Saint-Pierre,Slavery -- Fiction,Love stories,Friendship -- Fiction,21,35956,English,2004-01-01
860,The Gracchi Marius and Sulla,A. H. Beesly,"Rome -- History -- Republic, 265-30 B.C.",NA,NA,39,67494,English,2004-01-01
861,Paris under the Commune,John Leighton,"Paris (France) -- History -- Commune, 1871",NA,NA,63,130751,English,2004-01-01
862,The White Waterfall,James Francis Dwyer,Adventure stories,Islands of the Pacific -- Fiction,NA,6,62245,English,2004-01-01
863,Juha,Juhani Aho,Married people -- Fiction,Triangles (Interpersonal relations) -- Fiction,NA,48,32554,Finnish,2004-01-01
864,A Visit to the Monastery of La Trappe in 1817,W. D. Fellowes,France -- Description and travel,"Abbaye de la Trappe (Soligny-la-Trappe, France)",NA,20,31563,English,2004-01-01
865,Play-Making: A Manual of Craftsmanship,William Archer,Drama -- Technique,NA,NA,129,17,English,2004-01-01
866,The Dolorous Passion of Our Lord Jesus Christ,Anna Katharina Emmerich,Jesus Christ -- Passion -- Devotional literature,NA,NA,74,124720,English,2004-01-01
867,"The Atlantic Monthly, Volume 02, No. 13, November, 1858",Various,American periodicals,NA,NA,3,17,English,2004-01-01
868,Clerambault: The Story of an Independent Spirit During the War,Romain Rolland,"World War, 1914-1918 -- Fiction",NA,NA,6,17,English,2004-01-01
869,The Abandoned Room,Wadsworth Camp,Mystery fiction,NA,NA,95,77101,English,2004-01-01
870,Are You a Bromide?,Gelett Burgess,American wit and humor,NA,NA,16,6128,English,2004-01-01
871,"At Sunwich Port, Part 1.",W. W. Jacobs,Fathers and sons -- Fiction,Ship captains -- Fiction,Betrothal -- Fiction,2,11107,English,2004-01-01
872,"At Sunwich Port, Part 2.",W. W. Jacobs,Fathers and sons -- Fiction,Ship captains -- Fiction,Betrothal -- Fiction,3,17,English,2004-01-01
873,"At Sunwich Port, Part 3.",W. W. Jacobs,Fathers and sons -- Fiction,Ship captains -- Fiction,Betrothal -- Fiction,6,17,English,2004-01-01
874,"At Sunwich Port, Part 4.",W. W. Jacobs,Fathers and sons -- Fiction,Ship captains -- Fiction,Betrothal -- Fiction,3,11703,English,2004-01-01
